drugbank_id,entrez_id,evidence
DB00801,2565,DrugBank (target);DrugCentral (ChEMBL)
DB00473,6336,DrugBank (target)
DB00695,760,BindingDB;DrugBank (target)
DB00310,759,BindingDB
DB01601,1555,DrugBank (enzyme)
DB00474,2554,DrugBank (target);DrugCentral (ChEMBL)
DB00259,771,ChEMBL
DB00728,1144,DrugCentral (ChEMBL)
DB00602,2562,DrugBank (target)
DB00613,1559,DrugBank (enzyme)
DB00210,5915,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00918,2328,DrugBank (enzyme)
DB01069,1555,DrugBank (enzyme)
DB00257,1576,ChEMBL;DrugBank (enzyme)
DB00451,5243,DrugBank (transporter)
DB00922,3764,DrugBank (target)
DB00398,5979,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PubChem
DB00396,1576,DrugBank (enzyme)
DB00937,6530,DrugBank (target);DrugCentral (ChEMBL)
DB00813,1576,DrugBank (enzyme)
DB01137,6583,DrugBank (transporter)
DB01229,4133,DrugBank (target)
DB01093,1576,DrugBank (enzyme)
DB04837,3269,DrugBank (target)
DB00661,1559,DrugBank (enzyme)
DB00753,213,DrugBank (carrier)
DB00381,1543,DrugBank (enzyme)
DB00284,278,BindingDB
DB01622,147,DrugBank (target)
DB01118,1559,DrugBank (enzyme)
DB01171,1559,DrugBank (enzyme)
DB01268,1455,ChEMBL;PubChem
DB01242,213,DrugBank (carrier)
DB06212,552,DrugBank (target);PDSP Ki
DB01354,2555,DrugBank (target)
DB00988,1544,DrugBank (enzyme)
DB01015,9,DrugBank (enzyme)
DB00454,213,DrugBank (carrier)
DB00309,1576,DrugBank (enzyme)
DB00962,1577,DrugBank (enzyme)
DB00605,5467,DrugBank (target)
DB00536,2593,DrugBank (target)
DB00996,134,DrugBank (target)
DB01159,4535,DrugBank (target)
DB08871,84617,DrugCentral (literature)
DB06616,140901,ChEMBL
DB00170,4524,DrugBank (enzyme)
DB01086,6334,DrugCentral (literature)
DB00713,6564,DrugBank (transporter)
DB03147,2671,DrugBank (target)
DB00198,6564,DrugBank (transporter)
DB00123,3735,DrugBank (target)
DB06616,1452,ChEMBL
DB01065,811,DrugBank (target)
DB01065,1559,DrugBank (enzyme)
DB00622,1557,DrugBank (enzyme)
DB00960,155,ChEMBL
DB00997,368,DrugBank (transporter)
DB01064,5295,DrugBank (target)
DB01199,6580,DrugBank (transporter)
DB00798,4036,DrugBank (target)
DB01268,102800317,ChEMBL
DB06702,1128,DrugBank (target)
DB00683,54657,DrugBank (enzyme)
DB00661,8714,DrugBank (transporter)
DB00680,6331,DrugBank (target);DrugCentral (ChEMBL)
DB01065,2099,DrugBank (target)
DB00695,765,BindingDB
DB00624,6581,DrugBank (transporter)
DB00571,1576,DrugBank (enzyme)
DB01174,1559,DrugBank (enzyme)
DB01081,4988,DrugBank (target);DrugCentral (ChEMBL)
DB01211,10864,DrugBank (transporter)
DB01032,6580,DrugBank (transporter)
DB05109,1571,DrugBank (enzyme)
DB00636,1548,DrugBank (enzyme)
DB00622,805,DrugBank (target)
DB08877,5347,ChEMBL
DB06589,5607,ChEMBL
DB00495,6582,DrugBank (transporter)
DB00321,5243,DrugBank (transporter)
DB00198,4759,DrugBank (target)
DB00458,5004,DrugBank (carrier)
DB00988,1815,ChEMBL;DrugBank (target)
DB00170,79001,DrugBank (target)
DB00370,152,DrugBank (target)
DB01337,1129,DrugBank (target)
DB00880,6559,DrugBank (target);DrugCentral (ChEMBL)
DB06738,1558,DrugBank (enzyme)
DB00122,136,DrugCentral (ChEMBL)
DB00215,3358,PDSP Ki
DB01138,368,DrugBank (transporter)
DB00627,4837,DrugBank (target)
DB00396,1545,DrugBank (enzyme)
DB01136,148,DrugBank (target)
DB00357,1576,DrugBank (enzyme)
DB04861,1565,DrugBank (enzyme)
DB00864,100861540,DrugBank (enzyme)
DB00316,1544,DrugBank (enzyme)
DB00312,2558,DrugBank (target)
DB01010,590,DrugBank (target)
DB00477,150,PDSP Ki
DB06729,1558,DrugBank (enzyme)
DB00555,54659,DrugBank (enzyme)
DB06689,2167,ChEMBL
DB00668,151,DrugBank (target);DrugCentral (ChEMBL)
DB01232,100861540,DrugBank (enzyme)
DB01193,1565,DrugBank (enzyme)
DB08868,1565,DrugBank (enzyme)
DB01025,6283,DrugBank (target)
DB06709,1129,ChEMBL
DB00104,6752,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00860,2908,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);DrugCentral (label)
DB00852,148,DrugBank (target)
DB00900,4860,DrugBank (target)
DB00536,3752,DrugCentral (ChEMBL)
DB01370,7018,DrugBank (target)
DB00908,1555,DrugBank (enzyme)
DB08815,3356,DrugBank (target);DrugCentral (label)
DB09008,9356,ChEMBL
DB00412,1565,DrugBank (enzyme)
DB00540,147,DrugBank (target)
DB00631,6240,DrugBank (target);DrugCentral (ChEMBL)
DB00687,367,DrugBank (target)
DB00134,4144,DrugBank (enzyme)
DB00520,6580,DrugBank (transporter)
DB01236,3777,DrugCentral (ChEMBL)
DB00935,3356,PDSP Ki
DB06144,148,DrugBank (target)
DB00825,79054,DrugBank (target);DrugCentral (literature)
DB00317,1557,DrugBank (enzyme)
DB00425,1565,DrugBank (enzyme)
DB06711,11188,ChEMBL
DB00206,6571,DrugBank (target);DrugCentral (ChEMBL)
DB08873,5243,DrugBank (transporter)
DB01205,2562,DrugCentral (ChEMBL)
DB00575,6584,DrugBank (transporter)
DB01043,2902,DrugBank (target);DrugCentral (ChEMBL)
DB00898,126,DrugBank (target)
DB01221,4988,DrugBank (target)
DB00824,134,DrugBank (target)
DB00379,6336,DrugCentral (ChEMBL)
DB01136,154,DrugBank (target);DrugCentral (ChEMBL)
DB01032,24145,DrugBank (target)
DB00975,2030,BindingDB;ChEMBL;DrugCentral (ChEMBL)
DB00695,763,BindingDB
DB01242,2950,DrugBank (target)
DB00331,4709,DrugCentral (ChEMBL)
DB00673,1577,DrugBank (enzyme)
DB00619,1551,DrugBank (enzyme)
DB01067,1576,DrugBank (enzyme)
DB01268,10733,ChEMBL
DB00544,7298,DrugBank (enzyme);DrugBank (target);DrugCentral (ChEMBL)
DB00725,1131,DrugBank (target)
DB08906,2908,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00661,6580,DrugBank (transporter)
DB00961,6336,DrugBank (target)
DB00759,5621,DrugBank (target)
DB01211,1551,DrugBank (enzyme)
DB04868,1969,ChEMBL
DB00694,6582,DrugBank (transporter)
DB06216,1813,DrugBank (target);DrugCentral (ChEMBL)
DB00563,2356,DrugBank (enzyme)
DB00889,1565,DrugBank (enzyme)
DB06201,213,DrugBank (carrier)
DB00540,3356,DrugBank (target)
DB00696,3352,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00175,55867,DrugBank (transporter)
DB01233,1584,DrugBank (enzyme)
DB01200,1812,DrugBank (target)
DB00999,9356,DrugBank (transporter)
DB00784,5742,DrugBank (target);DrugCentral (ChEMBL)
DB00210,5914,DrugBank (target)
DB05109,1557,DrugBank (enzyme)
DB08864,1555,DrugBank (enzyme)
DB00958,540,DrugBank (transporter)
DB00922,7134,DrugBank (target);DrugCentral (literature)
DB01393,5467,DrugBank (target)
DB01156,1559,DrugBank (enzyme)
DB00173,6733,DrugBank (target)
DB00315,1544,DrugBank (enzyme)
DB01236,2563,DrugCentral (ChEMBL)
DB01023,7134,DrugBank (target)
DB01136,1576,DrugBank (enzyme)
DB01054,783,DrugBank (target)
DB06684,6532,ChEMBL;DrugBank (transporter);DrugCentral (ChEMBL)
DB08881,9429,DrugBank (transporter)
DB01346,2555,DrugBank (target)
DB01159,6010,DrugBank (target)
DB00401,1576,DrugBank (enzyme)
DB00246,1576,DrugBank (enzyme)
DB01595,5243,DrugBank (transporter)
DB00119,6566,DrugBank (target);DrugBank (transporter)
DB00273,6331,DrugCentral (ChEMBL)
DB00573,213,DrugBank (carrier)
DB00709,51727,DrugBank (enzyme)
DB00393,4306,DrugBank (target)
DB00130,5859,DrugBank (enzyme)
DB00242,4860,DrugBank (target)
DB00920,5151,DrugBank (target)
DB00128,95,DrugBank (target)
DB00420,1812,DrugBank (target)
DB01076,10057,DrugBank (transporter)
DB00456,213,DrugBank (carrier)
DB00228,3777,DrugCentral (ChEMBL)
DB00863,1565,DrugBank (enzyme)
DB00156,80222,DrugBank (target)
DB00836,1565,DrugBank (enzyme)
DB00694,7498,DrugBank (enzyme)
DB00501,1559,DrugBank (enzyme)
DB01239,3362,ChEMBL
DB00925,6580,DrugBank (transporter)
DB00617,1571,DrugBank (enzyme)
DB01050,1559,DrugBank (enzyme)
DB06589,6795,ChEMBL
DB00248,147,DrugBank (target);PDSP Ki
DB04953,56479,DrugBank (target);DrugCentral (ChEMBL)
DB00184,1139,ChEMBL;DrugBank (target);PDSP Ki
DB01213,1548,DrugBank (enzyme)
DB00717,5241,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01268,5159,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PubChem
DB00349,2554,DrugCentral (ChEMBL)
DB00215,1544,DrugBank (enzyme)
DB01003,3778,DrugBank (target)
DB01244,776,DrugCentral (literature)
DB04552,9194,DrugBank (transporter)
DB00531,1576,DrugBank (enzyme)
DB01032,85320,DrugBank (transporter)
DB00770,5732,DrugBank (target);DrugCentral (ChEMBL)
DB00622,1577,DrugBank (enzyme)
DB00690,2570,DrugBank (target)
DB01154,2559,DrugCentral (ChEMBL)
DB00502,873,DrugBank (enzyme)
DB00852,6531,DrugBank (target)
DB01102,155,DrugBank (target)
DB00363,1812,DrugBank (target)
DB01151,1129,DrugBank (target);PDSP Ki
DB01032,116085,DrugBank (transporter)
DB06216,3357,DrugBank (target)
DB01180,6571,DrugCentral (ChEMBL)
DB00441,5243,DrugBank (transporter)
DB01624,3362,ChEMBL
DB00878,3176,DrugBank (enzyme)
DB01087,1576,DrugBank (enzyme)
DB00675,1555,ChEMBL;DrugBank (enzyme)
DB00396,2099,DrugBank (target)
DB00773,89845,DrugBank (transporter)
DB00545,590,DrugBank (target)
DB00891,1559,DrugBank (enzyme)
DB01622,213,DrugBank (carrier)
DB00909,11238,DrugBank (target)
DB00541,10381,DrugCentral (literature)
DB01016,1244,DrugBank (transporter)
DB00376,1131,DrugBank (target)
DB06637,56479,DrugCentral (ChEMBL)
DB09014,3358,DrugBank (target)
DB00816,154,DrugBank (target);DrugCentral (ChEMBL)
DB01225,462,DrugBank (target);DrugCentral (ChEMBL)
DB01186,3350,ChEMBL;DrugBank (target);PDSP Ki
DB00409,10280,ChEMBL;DrugBank (target)
DB00343,1565,DrugBank (enzyme)
DB00868,6331,DrugBank (target)
DB06772,1576,DrugBank (enzyme)
DB05294,2268,ChEMBL
DB00250,2328,DrugBank (enzyme)
DB00313,6584,DrugBank (transporter)
DB00540,3358,DrugBank (target);PDSP Ki
DB00916,1559,DrugBank (enzyme)
DB00472,5004,DrugBank (carrier)
DB06216,3269,DrugBank (target);PDSP Ki
DB00701,1559,DrugBank (enzyme)
DB00908,6579,DrugBank (transporter)
DB00182,6581,DrugBank (transporter)
DB00410,3376,ChEMBL
DB00358,3039,DrugBank (target)
DB00524,768,BindingDB
DB00231,55879,DrugBank (target)
DB00359,1559,DrugBank (enzyme)
DB00495,1559,DrugBank (enzyme)
DB00184,1565,DrugBank (enzyme)
DB00270,781,DrugBank (target)
DB00500,6999,DrugBank (enzyme)
DB06335,4363,DrugBank (transporter)
DB00151,875,DrugBank (target)
DB01268,23476,ChEMBL
DB04786,2492,DrugBank (target)
DB00978,6584,DrugBank (transporter)
DB00851,23649,DrugBank (target)
DB01394,6581,ChEMBL;DrugBank (transporter)
DB00831,1129,PDSP Ki
DB00794,2557,DrugBank (target)
DB00714,50632,DrugBank (target)
DB00334,5004,DrugBank (carrier)
DB00370,3358,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00933,3350,ChEMBL
DB01614,148,DrugBank (target)
DB00718,9376,DrugBank (transporter)
DB00682,1562,DrugBank (enzyme)
DB01248,5243,DrugBank (transporter)
DB00818,1562,DrugBank (enzyme)
DB00977,2100,ChEMBL
DB01214,153,DrugBank (target);DrugCentral (ChEMBL)
DB03147,1806,DrugBank (target)
DB00201,1559,DrugBank (enzyme)
DB00602,4363,ChEMBL;DrugBank (transporter)
DB00501,10864,DrugBank (transporter)
DB00756,2746,DrugBank (target)
DB00248,3350,DrugBank (target);PDSP Ki
DB08877,23604,ChEMBL
DB01254,2049,ChEMBL;PubChem
DB04842,1813,DrugBank (target)
DB01048,54658,DrugBank (enzyme)
DB01211,1576,DrugBank (enzyme)
DB01050,54659,DrugBank (enzyme)
DB01154,2555,DrugCentral (ChEMBL)
DB00408,3356,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB00751,1555,DrugBank (enzyme)
DB00421,2908,ChEMBL;DrugBank (target)
DB04868,760,ChEMBL
DB00688,213,DrugBank (carrier)
DB00589,147,PDSP Ki
DB01577,151,DrugBank (target)
DB06605,5243,DrugBank (transporter)
DB00482,1576,DrugBank (enzyme)
DB00503,5243,DrugBank (transporter)
DB01437,1565,DrugBank (enzyme)
DB01006,1548,DrugBank (enzyme)
DB00418,1137,DrugBank (target)
DB01288,153,DrugBank (target)
DB00904,1576,DrugBank (enzyme)
DB01119,2752,DrugBank (enzyme)
DB01162,148,DrugBank (target);DrugCentral (ChEMBL)
DB00909,6329,DrugBank (target)
DB00379,6326,DrugCentral (ChEMBL)
DB00619,5156,ChEMBL;DrugBank (target);PubChem
DB01613,4881,DrugBank (target)
DB00562,6559,DrugBank (target);DrugCentral (ChEMBL)
DB01022,2677,DrugBank (target)
DB00126,1621,DrugBank (target)
DB00917,1588,DrugBank (enzyme)
DB00257,1558,DrugBank (enzyme)
DB00217,6530,DrugCentral (ChEMBL)
DB00936,387775,DrugBank (transporter)
DB00243,6331,DrugBank (target);DrugCentral (ChEMBL)
DB06616,147746,ChEMBL
DB00692,11188,ChEMBL
DB00131,3094,DrugBank (target)
DB00143,10257,DrugBank (transporter)
DB01248,1545,DrugBank (enzyme)
DB00599,2555,DrugBank (target)
DB01143,5167,DrugBank (target)
DB00531,1562,DrugBank (enzyme)
DB00706,1814,ChEMBL
DB01118,1557,DrugBank (enzyme)
DB01567,2560,DrugBank (target)
DB08865,2322,ChEMBL
DB01135,1144,DrugCentral (ChEMBL)
DB00927,6582,DrugBank (transporter)
DB00884,2224,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00390,11309,DrugBank (transporter)
DB00577,6564,DrugBank (transporter)
DB00998,1544,DrugBank (enzyme)
DB00692,147,ChEMBL;DrugCentral (ChEMBL)
DB01384,1576,DrugBank (enzyme)
DB00642,2030,DrugBank (enzyme)
DB00404,2554,DrugCentral (ChEMBL)
DB00966,9429,DrugBank (transporter)
DB01014,240,DrugBank (target);DrugCentral (ChEMBL)
DB01238,147,DrugBank (target);PDSP Ki
DB00477,3358,ChEMBL;DrugBank (target);PDSP Ki
DB00777,1129,DrugBank (target)
DB00468,6579,DrugBank (transporter)
DB00370,1815,ChEMBL
DB00313,54657,DrugBank (enzyme)
DB01104,1557,ChEMBL;DrugBank (enzyme)
DB01189,2564,DrugCentral (ChEMBL)
DB06616,1454,ChEMBL
DB00839,6833,DrugCentral (ChEMBL)
DB01224,1133,DrugBank (target)
DB01544,2558,ChEMBL;DrugBank (target);DrugCentral (IUPHAR)
DB01184,1565,DrugBank (enzyme)
DB00122,6583,DrugBank (transporter)
DB00268,3351,DrugBank (target)
DB00413,151,DrugBank (target)
DB08896,2444,DrugBank (target)
DB08820,1080,DrugBank (target);DrugCentral (ChEMBL)
DB00938,154,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01174,8714,DrugBank (transporter)
DB00363,1814,ChEMBL;DrugBank (target)
DB06204,4985,DrugBank (target)
DB01041,4790,DrugBank (target)
DB06216,1565,DrugBank (enzyme)
DB00361,347688,DrugCentral (literature)
DB05271,1812,DrugBank (target)
DB00754,6331,DrugBank (target);DrugCentral (ChEMBL)
DB01236,2558,DrugCentral (ChEMBL)
DB00695,9356,DrugBank (transporter)
DB00575,6583,DrugBank (transporter)
DB00495,9356,DrugBank (transporter)
DB00997,4843,DrugBank (enzyme)
DB05266,5144,ChEMBL;DrugBank (target)
DB01138,1576,DrugBank (enzyme)
DB01196,4130,DrugBank (target)
DB01403,1571,DrugBank (enzyme)
DB00820,8654,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01015,1576,DrugBank (enzyme)
DB00777,1132,DrugBank (target)
DB08877,255239,ChEMBL
DB00300,9376,DrugBank (transporter)
DB00530,8856,DrugBank (target)
DB01041,1557,DrugBank (enzyme)
DB00280,1131,DrugBank (target)
DB00332,6584,DrugBank (transporter)
DB06616,613,DrugBank (target)
DB01614,3350,DrugBank (target)
DB00297,1544,DrugBank (enzyme)
DB00540,1133,DrugBank (target)
DB00591,2908,DrugBank (target);DrugCentral (ChEMBL)
DB00321,4915,DrugBank (target)
DB00169,1565,DrugBank (enzyme)
DB01151,1565,DrugBank (enzyme)
DB00788,8644,ChEMBL
DB00407,3053,DrugBank (target)
DB00186,2554,DrugCentral (ChEMBL)
DB00554,5742,DrugBank (target);DrugCentral (ChEMBL)
DB06684,3350,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00528,1576,DrugBank (enzyme)
DB01239,3357,DrugBank (target)
DB01062,1133,ChEMBL
DB00535,6564,DrugBank (transporter)
DB00257,1588,ChEMBL;DrugBank (enzyme)
DB01028,2562,DrugCentral (ChEMBL)
DB01586,6555,DrugBank (transporter)
DB00179,1241,ChEMBL
DB00668,154,DrugBank (target);DrugCentral (ChEMBL)
DB01409,1128,DrugBank (target)
DB01156,5004,DrugBank (carrier)
DB00145,8001,DrugBank (target)
DB06201,2915,DrugBank (target)
DB01044,213,DrugBank (carrier)
DB00441,5422,DrugCentral (ChEMBL)
DB01016,3767,DrugBank (target);DrugCentral (literature)
DB00683,2564,DrugBank (target)
DB00564,1244,DrugBank (transporter)
DB00270,775,DrugBank (target);DrugCentral (ChEMBL)
DB00818,1571,DrugBank (enzyme)
DB01238,3363,ChEMBL;DrugBank (target)
DB06701,6530,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PDSP Ki
DB06716,2560,DrugCentral (label)
DB01033,64078,DrugBank (transporter)
DB00570,51175,DrugBank (target)
DB01254,660,ChEMBL;PubChem
DB01191,1565,DrugBank (enzyme)
DB00939,5742,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00975,27115,DrugCentral (ChEMBL)
DB01183,213,DrugBank (carrier)
DB00358,1588,DrugBank (enzyme)
DB01028,1565,DrugBank (enzyme)
DB00162,57665,DrugBank (target)
DB00277,1545,DrugBank (enzyme)
DB00780,8639,ChEMBL;DrugBank (target)
DB01409,1576,DrugBank (enzyme)
DB06335,54878,ChEMBL
DB01268,9263,PubChem
DB00222,1559,DrugBank (enzyme)
DB00987,5424,DrugCentral (ChEMBL)
DB03147,4129,DrugBank (enzyme);DrugBank (target)
DB06616,51347,ChEMBL
DB00184,1588,DrugBank (target)
DB06772,10383,DrugCentral (literature)
DB01028,4535,DrugBank (target)
DB01289,6833,DrugCentral (literature)
DB01600,5742,DrugBank (target);DrugCentral (literature)
DB00203,1565,DrugBank (enzyme)
DB00170,2677,DrugBank (target)
DB06616,7465,ChEMBL
DB03147,4842,DrugBank (target)
DB00695,5226,DrugBank (enzyme)
DB00622,783,DrugBank (target)
DB00602,9429,DrugBank (transporter)
DB01238,1577,DrugBank (enzyme)
DB00943,10864,DrugBank (transporter)
DB00755,1576,DrugBank (enzyme)
DB00331,4718,DrugCentral (ChEMBL)
DB00337,2280,DrugBank (target);DrugCentral (ChEMBL)
DB00201,1551,DrugBank (enzyme)
DB01252,3767,DrugCentral (literature)
DB01342,185,ChEMBL;DrugBank (target)
DB01165,9356,DrugBank (transporter)
DB01110,1544,DrugBank (enzyme)
DB01023,1576,DrugBank (enzyme)
DB00772,590,DrugBank (target)
DB00134,4143,DrugBank (enzyme)
DB00331,6580,DrugBank (transporter)
DB00482,765,BindingDB;ChEMBL
DB01219,1576,DrugBank (enzyme)
DB01576,134864,DrugBank (target)
DB01268,131890,ChEMBL
DB00887,768,BindingDB
DB00659,2562,DrugCentral (ChEMBL)
DB00929,5733,DrugBank (target);DrugCentral (ChEMBL)
DB08896,5600,DrugBank (target)
DB00328,3576,ChEMBL
DB00961,6335,DrugCentral (ChEMBL)
DB00122,6581,DrugBank (transporter)
DB00257,1583,DrugBank (enzyme)
DB01026,1558,DrugBank (enzyme)
DB00349,1557,DrugBank (enzyme)
DB00477,1576,DrugBank (enzyme)
DB00199,6579,DrugBank (transporter)
DB06729,1559,ChEMBL;DrugBank (enzyme)
DB01159,338567,DrugCentral (ChEMBL)
DB01039,5465,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00306,1139,DrugBank (target)
DB00254,55867,DrugBank (transporter)
DB01028,2555,DrugCentral (ChEMBL)
DB00526,6580,DrugBank (transporter)
DB00562,762,DrugBank (target)
DB06813,6573,DrugBank (transporter)
DB06268,1909,ChEMBL;DrugBank (target);DrugCentral (IUPHAR)
DB00268,3357,DrugBank (target)
DB00441,7298,DrugBank (target)
DB00678,7364,DrugBank (enzyme)
DB00564,1558,DrugBank (enzyme)
DB01197,213,DrugBank (carrier)
DB00627,6566,DrugBank (transporter)
DB05294,140901,ChEMBL
DB01024,54600,DrugBank (enzyme)
DB00401,779,DrugBank (target)
DB01429,5004,DrugBank (carrier)
DB01032,10257,DrugBank (transporter)
DB01435,1555,DrugBank (enzyme)
DB00943,1559,DrugBank (enzyme)
DB00312,2566,DrugCentral (ChEMBL)
DB00390,483,DrugCentral (ChEMBL)
DB00104,6753,DrugCentral (ChEMBL)
DB00754,6336,DrugCentral (ChEMBL)
DB01032,10864,DrugBank (transporter)
DB06148,3363,ChEMBL;DrugBank (target)
DB01165,1244,DrugBank (transporter)
DB01241,1557,DrugBank (enzyme)
DB00531,1558,DrugBank (enzyme)
DB00997,7153,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01186,1565,DrugBank (enzyme)
DB00497,1577,DrugBank (enzyme)
DB00441,978,DrugBank (enzyme)
DB00802,1577,DrugBank (enzyme)
DB00515,2952,DrugBank (enzyme)
DB00234,3358,PDSP Ki
DB00908,6331,DrugBank (target);DrugCentral (ChEMBL)
DB01234,1543,DrugBank (enzyme)
DB00370,1558,DrugBank (enzyme)
DB00396,6554,DrugBank (transporter)
DB01095,54658,DrugBank (enzyme)
DB00818,1557,DrugBank (enzyme)
DB00806,136,DrugCentral (ChEMBL)
DB00809,1131,DrugBank (target);DrugCentral (ChEMBL)
DB00728,1140,DrugCentral (ChEMBL)
DB00429,5737,DrugCentral (ChEMBL)
DB00779,6999,DrugBank (enzyme)
DB01068,1576,DrugBank (enzyme)
DB00371,2562,DrugCentral (ChEMBL)
DB01234,1588,DrugBank (enzyme)
DB08865,2043,ChEMBL
DB00652,4986,DrugBank (target);PDSP Ki
DB00726,1576,DrugBank (enzyme)
DB00425,100861540,DrugBank (enzyme)
DB06616,2242,ChEMBL
DB00196,100861540,DrugBank (enzyme)
DB00216,1576,DrugBank (enzyme)
DB00270,776,DrugBank (target);DrugCentral (ChEMBL)
DB00396,2908,ChEMBL
DB01254,51776,ChEMBL
DB01339,1140,DrugCentral (ChEMBL)
DB00514,1565,DrugBank (enzyme)
DB00490,1565,DrugBank (enzyme)
DB00575,11188,ChEMBL
DB01104,6530,ChEMBL;PDSP Ki
DB01009,213,DrugBank (carrier)
DB01110,1565,DrugBank (enzyme)
DB00647,1565,DrugBank (enzyme)
DB01254,1445,ChEMBL;PubChem
DB00139,8630,DrugBank (target)
DB00530,25989,ChEMBL
DB00751,3356,DrugBank (target)
DB00399,9453,DrugBank (target)
DB00540,3362,ChEMBL;DrugBank (target)
DB00682,1544,DrugBank (enzyme)
DB00425,1557,DrugBank (enzyme)
DB00434,3357,PDSP Ki
DB05812,1576,DrugBank (enzyme)
DB00945,213,DrugBank (carrier)
DB01392,3355,PDSP Ki
DB01078,483,DrugCentral (ChEMBL)
DB00333,100861540,DrugBank (enzyme)
DB00125,435,DrugBank (target)
DB01100,1129,PDSP Ki
DB00544,10257,DrugBank (transporter)
DB01245,1129,PDSP Ki
DB00404,2556,DrugCentral (ChEMBL)
DB00091,5535,DrugBank (target)
DB00184,1543,DrugBank (enzyme)
DB00509,53919,DrugBank (transporter)
DB01056,6335,DrugCentral (ChEMBL)
DB00750,6326,DrugCentral (ChEMBL)
DB00431,2560,DrugBank (target)
DB00184,6583,DrugBank (transporter)
DB01198,2556,DrugBank (target);DrugCentral (label)
DB00587,10800,DrugBank (target);DrugCentral (literature)
DB04946,150,PDSP Ki
DB00623,3269,ChEMBL;PDSP Ki
DB00709,4830,DrugBank (enzyme)
DB00731,5004,DrugBank (carrier)
DB00536,3736,DrugCentral (ChEMBL)
DB01174,1555,DrugBank (enzyme)
DB01201,1576,DrugBank (enzyme)
DB00203,1571,DrugBank (enzyme)
DB00694,5243,DrugBank (transporter)
DB00567,6584,DrugBank (transporter)
DB08865,1576,DrugBank (enzyme)
DB00377,3359,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB00628,706,DrugBank (target)
DB00172,5479,DrugBank (target)
DB00611,4986,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
DB01158,6530,DrugCentral (ChEMBL)
DB00741,100861540,DrugBank (enzyme)
DB01329,9376,DrugBank (transporter)
DB00648,1583,DrugCentral (ChEMBL)
DB00368,154,DrugBank (target);DrugCentral (ChEMBL)
DB01096,1565,DrugBank (enzyme)
DB00554,1559,DrugBank (enzyme)
DB01236,3736,DrugBank (target)
DB08896,54658,DrugBank (enzyme)
DB00605,213,DrugBank (carrier)
DB01000,6584,DrugBank (transporter)
DB01354,2558,DrugBank (target)
DB00321,3786,DrugBank (target)
DB01088,5739,DrugBank (target);DrugCentral (ChEMBL)
DB00915,1644,DrugBank (enzyme)
DB00316,9356,DrugBank (transporter)
DB01004,9376,DrugBank (transporter)
DB01087,4835,DrugBank (target)
DB00605,11251,DrugBank (target)
DB00531,1557,DrugBank (enzyme)
DB01583,7067,BindingDB;ChEMBL;DrugBank (target)
DB00509,10599,DrugBank (transporter)
DB00170,8858,DrugBank (target)
DB00473,6323,DrugCentral (ChEMBL)
DB01004,6580,DrugBank (transporter)
DB00808,1576,DrugBank (enzyme)
DB01097,1544,DrugBank (enzyme)
DB00661,782,DrugBank (target)
DB00975,8622,DrugCentral (ChEMBL)
DB00446,1559,DrugBank (enzyme)
DB00518,1543,DrugBank (enzyme)
DB01268,3757,ChEMBL
DB01268,8576,ChEMBL
DB00617,1558,DrugBank (enzyme)
DB08896,5979,DrugBank (target)
DB01559,1555,DrugBank (enzyme)
DB01018,1557,DrugBank (enzyme)
DB00145,6472,DrugBank (target)
DB00184,1548,DrugBank (enzyme)
DB06589,5159,ChEMBL;DrugBank (target);DrugCentral (ChEMBL);PubChem
DB01028,2568,DrugCentral (ChEMBL)
DB00519,6564,DrugBank (transporter)
DB01086,6329,DrugCentral (literature)
DB01013,1543,DrugBank (enzyme)
DB01589,1559,DrugBank (enzyme)
DB01156,1565,DrugBank (enzyme)
DB08864,8856,DrugBank (target)
DB00863,1576,DrugBank (enzyme)
DB01083,7941,ChEMBL
DB04855,778,DrugBank (target)
DB01429,1565,DrugBank (enzyme)
DB01194,1576,DrugBank (enzyme)
DB00325,2977,DrugCentral (ChEMBL)
DB00536,81033,DrugCentral (ChEMBL)
DB01233,3359,DrugBank (target);DrugCentral (ChEMBL)
DB01466,1555,DrugBank (enzyme)
DB00715,6532,ChEMBL;DrugBank (target);DrugCentral (ChEMBL)
