umls_cui,name
C1096509,Blood pancreatic amylase increased
C0853034,Blood creatine phosphokinase increased
C0038644,Sudden infant death syndrome
C0020459,Hyperinsulinism
C0003467,Anxiety
C0085393,Immunocompromised
C1510472,Drug dependence
C0013604,Oedema
C0269268,Breast induration
C0235131,Floating feeling
C0543698,Hypersensitive syndrome
C0015624,Fanconi syndrome
C0853755,Blood osmolarity decreased
C0740279,Cerebellar atrophy
C0852967,Exacerbation of acne
C1292769,B-cell type acute leukaemia
C0852922,Crohns disease aggravated
C0030805,Pemphigoid
C0744727,Haematocrit decreased
C1737214,Injection site injury
C0085633,Mood swings
C0267716,Incisional hernia
C0034091,Pulmonary veno-occlusive disease
C1279945,Acute interstitial pneumonitis
C0701821,Onychia
C0028242,Nocardiosis
C1383860,Cardiac hypertrophy
C0344329,Collapse
C0019294,Inguinal hernia
C0231710,Buttock pain
C0259756,Jarisch-Herxheimer reaction
C0014065,Encephalocele
C0030232,Pallor
C0877077,Myocardial haemorrhage
C0151849,Phosphatase alkaline increased
C0030312,Pancytopenia
C0040441,Tooth fracture
C0857432,Serum osmolality increased
C0497156,Lymphadenopathy
C0008925,Cleft palate
C0860713,Carbon dioxide increased
C0013927,Amniotic fluid embolism
C0007642,Cellulitis
C0235886,Leg edema
C0005747,Blepharospasm
C1868998,Cytotoxic oedema
C0015469,Facial paralysis
C1868917,Heart racing
C1504431,Idiopathic pneumonia syndrome
C1739418,Acute cardiac toxicity
C0029089,Ophthalmoplegia
C0264863,Subacute endocarditis
C0438254,Urine electrolytes abnormal
C0008372,Cholestasis intrahepatic
C0151911,Generalised spasm
C0264315,Glottic edema
C0020615,Hypoglycaemia
C0015802,Femur fracture
C1112182,Parkinsonian rest tremor
C0272315,Coagulation factor decreased
C0438173,Electrocardiogram QRS complex abnormal
C0221333,Hypouricaemia
C0162678,Neurofibromatosis
C0549124,Embolism arterial
C0001824,Agranulocytosis
C0919894,Nasal mucosal disorder
C0302590,Disorder calcium (NOS)
C0022680,Polycystic kidney
C1696110,Vessel puncture site haematoma
C0037293,Acrochordon
C0428409,Progesterone levels
C0853958,Blood creatine phosphokinase MB increased
C0149976,Proctitis herpes
C1280433,Lipoatrophy
C0233715,Speech impairment NOS
C0010054,Arteriosclerosis coronary artery
C0034902,Aplasia pure red cell
C0520872,Stroke volume increased
C0042568,Vertebrobasilar insufficiency
C0346306,Pituitary microadenoma
C0027543,Necrosis ischaemic
C0019048,Haemoglobinuria
C0004767,Bartholin's cyst
C0221232,Welts
C0235214,Ejaculation inhibited
C0520758,Neuromuscular block prolonged
C0238097,Encephalitis cytomegalovirus
C0023467,Acute myeloid leukaemia
C0151854,Abnormal platelets
C0039231,Tachycardia
C0151899,Syndrome screaming
C0042109,Urticaria
C0338575,Superior sagittal sinus thrombosis
C0392197,Warmth
C0030200,Intractable pain
C0547030,Visual disturbance
C0549334,Parotid duct obstruction
C0221348,Yellow nail syndrome
C0234918,Rash morbilliform
C0151891,Retinal depigmentation
C0333494,Phlebosclerosis
C0854165,Conjunctivitis papillary
C0267988,Hyperproteinaemia
C0151718,Hypocholesterolaemia
C0030662,Pathological gambling
C0919603,Application site urticaria
C0085594,Fever chills
C0264009,Osteodystrophy
C0574960,Sacroiliitis
C0857457,Digoxin effect
C0001198,Acrodynia
C1096272,Vanishing bile duct syndrome
C0149704,Gingivostomatitis
C0277941,Blanching of skin
C0221745,Depression suicidal
C1112613,Neonatal tachypnoea
C0023976,Long QT syndrome
C0854381,Genital haemorrhage
C0080194,Muscle strain
C0040034,Thrombocytopenia
C0043144,Wheezing
C0877303,Post procedural pain
C0919643,Urine calcium increased
C0936254,Polyradiculoneuritis
C0041582,Ulcer
C0151625,Enzyme abnormality
C0333243,Pitting edema
C0860942,Creatine increased
C0699885,Bladder carcinoma
C0578735,Lymphadenopathy axillary
C0338642,Toxic confusional state
C0153690,Bone cancer metastatic
C0080178,Spina bifida
C0428968,QRS voltage decreased
C0239521,Facial rash
C0262985,Dermatitis psoriasiform
C0023470,Myeloid leukaemia
C1140680,Ovarian cancer
C0235660,Galactorrhoea
C0424741,Cold feet
C0004364,Autoimmune disorder
C0586553,Thyrotropin high
C0341212,Gastrointestinal fistula
C0702109,Erythropoiesis abnormal
C0018500,Hair disorder
C1142300,Clostridium colitis
C0277934,Aortic bruit
C1737329,Dysmorphism
C0039520,Tenosynovitis
C0233795,Anterograde amnesia
C0236071,Throat tightness
C0019054,Haemolysis
C0040156,Thyrotoxicosis
C0267356,Duodenal perforation
C0014394,Enuresis
C0239093,Conjunctival irritation
C0233612,Waxy flexibility
C0003492,Coarctation of the aorta
C0040136,Thyroid neoplasm
C0022573,Keratoconjunctivitis
C0012739,Disseminated intravascular coagulation
C0342881,Homozygous familial hypercholesterolaemia
C0235955,Dermatitis hemorrhagic
C0020522,Type IV hypersensitivity reaction
C0235082,Tremor muscle
C0476327,Serum amylase increased
C0155216,Eyelid bleeding
C0149732,Muscle rupture
C0003578,Apnoea
C0241729,Weight fluctuation
C0024899,Mastocytosis
C0235446,Azotaemia of renal origin
C0020964,Immune status
C0520679,Obstructive sleep apnea syndrome
C0518015,Haemoglobin
C0235895,Implantation complication
C0262469,Embolic stroke
C0596601,Gas
C0600104,Compulsions
C1504379,Coagulation test abnormal
C0151713,Hyperchlorhydria
C0043515,Zollinger-Ellison syndrome
C0549393,Alcohol problem
C0278883,Metastatic melanoma
C0751908,Vestibular neuronitis
C1142412,Vasodilation procedure
C0037011,Shoulder pain
C0270611,Brain injury
C0542175,Rash pemphigoid
C0740858,Substance abuse
C2697368,Gastrointestinal tract irritation
C0019087,Haemorrhagic disorder
C0857576,Thyroid function abnormal
C0039075,Syndactyly
C0948296,Ear discomfort
C0023211,Bundle branch block left
C0340464,Extrasystoles
C1536145,Eyelash hyperpigmentation
C0392548,Cauda equina syndrome
C0033975,Psychotic disorder
C1868843,Injection site dryness
C0009768,Conjunctivitis bacterial
C0541919,Dystonic reaction
C0948309,Pseudohyperkalaemia
C0149678,Epstein-Barr virus infection
C2937222,Proctitis ulcerative
C0521160,Rash psoriaform
C0010068,Coronary heart disease
C0025007,Measles
C1735630,Acute cholestatic hepatitis
C1697883,Infusion related pain
C0281825,Dysequilibrium
C0236167,IUD complication
C0549259,Anxiety aggravated
C0238844,Respiratory sounds decreased
C0003621,Appetite disorder
C0017657,Glomerulitis
C0549234,Arthralgia aggravated
C0346421,Chronic eosinophilic leukaemia
C0023794,Lipidosis
C0234222,Sensation of pressure
C0018946,Subdural haematoma
C0233651,Perseveration
C0423736,Micturition burning
C0853954,Corneal calcification
C2349423,Medication overuse headache
C0391839,PCO2
C0728899,Intoxication
C0948226,Ureteral spasm
C0236024,Pharyngeal oedema
C0877322,Muscle tightness
C1167842,Tobacco withdrawal symptoms
C0549249,Depressed level of consciousness
C0007370,Catalepsy
C0010481,Cushing's syndrome
C2240374,Eosinophil count increased
C0235939,Crying abnormal
C0013447,Ear disorder
C0020505,Hyperphagia
C0234987,Dizziness postural
C1868771,Peritoneal cloudy effluent
C0855704,Vital dye staining cornea present
C0016658,Fracture
C0235293,Taste peculiar
C0239454,Erythema of eyelid
C0039591,Testicular pain
C1608397,Device occlusion
C0473124,Perirenal haematoma
C1096701,Medical device discomfort
C0242073,Pulmonary congestion
C0085082,Fungaemia
C0041601,Ulna fracture
C0231919,Nasal dryness
C0005716,Blastomycosis
C0151669,Gamma globulins increased
C0023418,Leukaemia
C0221743,Skin reaction
C1112209,Abdominal infection
C0235318,Fullness abdominal
C0011757,Developmental coordination disorder
C0338614,Psychotic episode
C0700509,Chronic peptic ulcer
C0005944,Bone metabolism disorder
C0341047,Parotid gland enlargement
C0595916,Nephropathy toxic
C0001621,Adrenal disorder
C3495442,Phantom pain
C0235706,Back distress
C0003708,Arachnoiditis
C0877266,Upper respiratory tract inflammation
C0521465,Toxic skin eruption
C0812387,Coldness
C1535970,Blood count abnormal
C0029400,Osteitis
C0233523,Antisocial behaviour
C0863083,Injection site tenderness
C0015544,Failure to thrive
C0267537,Caecitis
C0004331,Atrioventricular dissociation
C0149707,Haematospermia
C0003864,Arthritis
C0541865,Deposit eye
C0542224,Spots before eyes
C0869523,Carditis
C0265547,Limb reduction defect
C0919620,Electrocardiogram ST-T change
C0158986,Hypoglycaemia neonatal
C0029734,Other scleritis
C0268379,Pseudocholinesterase deficiency
C0877127,Application site papules
C1696942,Application site cellulitis
C0742006,Catheter infection
C0033948,Female orgasmic disorder
C0010073,Arteriospasm coronary
C0017185,Gastrointestinal neoplasm
C0268671,Korsakoff's psychosis (non-alcoholic)
C0854303,Limb discomfort
C0021847,Intestinal pseudo-obstruction
C0159877,Ankle fracture
C0740281,Multiple allergies
C1112214,Vulvovaginal pruritus
C0152192,Scotoma of blind spot area
C0521592,Hypoaesthesia oral
C0151746,Kidney function abnormal
C0034931,Reflex sympathetic dystrophy
C2747852,Device related sepsis
C0014122,Subacute bacterial endocarditis
C0043246,Laceration
C0521991,Stress symptoms
C0042251,Vaginal disorder
C0016325,Fluorosis
C0221477,Vasomotor collapse
C0003130,Anoxia
C0001175,Acquired immunodeficiency syndrome
C1112442,Female sexual dysfunction
C0852921,Blood fibrinogen increased
C2243080,Intestinal necrosis
C0022661,Renal failure chronic
C0948333,Neutrophil percentage increased
C1262535,Jaundice hepatocellular
C0151937,Tendon rupture
C0036104,Salivation
C0151664,Gastrointestinal perforation
C1112773,Post procedural diarrhoea
C2747853,Injury associated with device
C0855931,Cardioactive drug level above therapeutic
C0542052,Coronary artery insufficiency
C0858618,Dyschromatopsia
C0039103,Synovitis
C0028768,Obsessive-compulsive disorder
C0235853,Pemphigoid reaction
C0549622,Sexual dysfunction
C0159321,Facial bones fracture
C0741165,Aortic embolus
C2830004,Somnolence
C0751495,Partial seizures
C0520878,Electrocardiogram PR shortened
C0028173,NPN increased
C0013238,Dry eye syndrome
C1112443,Male sexual dysfunction
C0155169,Ocular hyperaemia
C0235906,Bronchospasm aggravated
C0015914,Fertilization
C0003855,Arteriovenous fistula
C0014130,Endocrine disorder
C0004239,Atrial flutter
C1142305,Melanonychia
C0429468,Anovulatory cycle
C0262613,Renal mass
C0001818,Agoraphobia
C0853785,Blood iron decreased
C0026961,Mydriasis
C0853959,Device breakage
C0033771,Prurigo
C0423124,Dermatochalasis
C0038362,Stomatitis
C0332573,Macule
C0235213,Ejaculation decreased
C0003950,Ascariasis
C0497538,Benign gastrointestinal neoplasm
C0012691,Joint dislocation
C0855521,Semen volume decreased
C0155947,Dentofacial anomaly
C0151576,Creatine phosphokinase increased
C1386135,Acute depression
C0919691,Anastomotic leak
C0332534,Induration
C0035126,Reperfusion injury
C0240521,Nipple tenderness
C0263445,Acne fulminans
C0392106,Hepatic artery thrombosis
C0023798,Lipoma
C0035304,Retinal degeneration
C0343869,Anal candidiasis
C1456786,Paranoid state
C0232831,Hyposthenuria
C0239998,Recurrent infection
C0151872,Prothrombin level increased
C0001430,Adenoma benign
C0549253,Bladder dilatation
C0004377,Automatism
C0000737,Abdominal pain
C0151723,Hypomagnesaemia
C0234665,Eyelid retraction
C0855304,Glycosylated haemoglobin decreased
C0235819,Rash bullous
C1262281,Thrombosis in device
C0007820,Cerebrovascular disorder
C0522348,Ear feels clogged
C0158026,Monarthritis
C0221423,Sickness
C0232766,Asterixis
C0030785,Pelvic abscess
C0023066,Laryngospasm
C0235974,Pancreatic carcinoma
C0277919,Post thrombotic syndrome
C0232459,Digestion impaired
C1609496,Eyelid exfoliation
C0274702,Cholinergic syndrome
C0743323,Acute dyspnea
C1262091,Lymphocytic infiltration
C0001707,Aerophagia
C0948298,Tympanic membrane hyperaemia
C0235653,Breast cancer female
C0438716,Chest pressure
C0011991,Diarrhoea
C0234979,Dysdiadochokinesis
C1096195,Thyroglobulin increased
C0238304,Chronic interstitial nephritis
C0152965,Staphylococcal bacteraemia
C0549225,Myasthenic syndrome
C0235750,Hypertension worsened
C1274594,Lichenoid keratosis
C0085136,Central nervous system neoplasm
C0234967,Choreoathetoid movements
C0085580,Essential hypertension
C3665356,Food intolerance
C0007117,Basal cell carcinoma
C0392162,Sticky skin
C0474529,Haemoglobin normal
C0016514,Foot and mouth disease
C0272396,Lymph node abscess
C0014714,Ergot poisoning
C0001122,Acidosis
C0549284,Fibrillation atrial aggravated
C0151729,Immunoglobulins increased
C0236036,Oculomucocutaneous syndrome
C0020433,Hyperbilirubinaemia
C0085436,Meningitis cryptococcal
C0877128,Application site pustules
C0149741,Breast discharge
C0263437,Acne infantile
C0549239,Dizziness aggravated
C0020488,Hypernatraemia
C0221047,Bradycardia-tachycardia syndrome
C0877046,Tooth infection
C0014527,Epidermolysis bullosa
C1536080,Coronary stent thrombosis
C0232286,Precordial pain
C0242184,Hypoxia
C1536696,Overactivity
C0743295,Drug screen positive
C1282609,Granulocytosis
C0745528,Klebsiella sepsis
C0003493,Aortic disorder
C0019937,Horner's syndrome
C0008301,Choking
C0235656,Uterine cervical lesion
C0004998,Benign neoplasm of skin
C0011253,Delusion
C0036679,Separation
C0260662,Auditory disorder NOS
C0021100,Bullous impetigo
C0149504,Toxic encephalopathy
C0851647,Muscle tone disorder
C1112573,Delayed orgasm
C0018949,Spinal cord haemorrhage
C0241635,Vaginal erythema
C0019357,Ophthalmic herpes simplex
C0151628,Epiphyses premature fusion
C0595883,Blood glucose decreased
C0151560,Central nervous system stimulation
C0494559,Inner ear disorder
C0227791,Vaginal discharge
C0854212,Subepithelial opacities
C0006435,Chemical burn
C0156404,Menstruation irregular
C0863111,Nasal mucus blood tinged
C0740434,Direct bilirubin increased
C2609199,Product taste abnormal
C0271053,Cotton wool spots
C0011882,Diabetic neuropathy
C0475765,Nasal oedema
C0700572,Mobility decreased
C3251821,Catatonic reaction
C1963921,Chemical phlebitis
C0235847,Hyperhemoglobinemia
C0423847,Growth of eyelashes
C0549635,Potassium abnormal NOS
C0162557,Acute hepatic failure
C0520563,Toxic dilatation of intestine
C0423628,Teething pain
C0150045,Urge incontinence
C0413234,Acute allergic reaction
C0221165,Diplegia
C1695897,Infusion site irritation
C0019559,Coxalgia
C0232492,Abdominal pain upper
C0858854,Unrest
C0032797,Postpartum haemorrhage
C0001127,Respiratory acidosis
C0022078,Iris disorder
C0151882,Purpuric rash
C0020565,Hypertrophy of breast
C0852792,Blood cortisol decreased
C0700292,Hypoxemia
C0349398,Paranoid delusions
C0233407,Disorientation
C0270810,Peroneal nerve palsy
C0854193,Cognitive deterioration
C0948299,Application site discharge
C0003564,Aphonia
C0235532,Cyanosis peripheral
C0549400,Apgar score low
C0687707,Anorectal disorder
C1609538,Latent tuberculosis
C0241235,Sputum purulent
C0457436,Hemiparesis (left)
C0425945,Prolonged menses
C0002447,Amelia
C0740435,Bilirubin unconjugated increased
C1112616,Loss of proprioception
C0009421,Coma
C0018378,Guillain-Barre syndrome
C0149514,Acute bronchitis
C0263449,Dermatitis perioral
C0346989,Metastases to peritoneum
C0015786,Female sexual arousal disorder
C0520962,Pain localised
C0085083,Ovarian hyperstimulation syndrome
C1112192,Erythrosis
C0221040,Dialysis dementia
C0000932,Traffic accident
C0857979,Serum prolactin decreased
C0023380,Lethargy
C1557335,Ocular surface disease
C0155002,Sudden visual loss
C0007097,Carcinoma
C0238463,Papillary thyroid cancer
C0948786,Blanching
C0014034,Enanthema
C0853762,Exacerbation of hot flushes
C0743680,Eye oedema
C1328539,Reflex tachycardia
C0699893,Skin carcinoma
C2939103,Perioral paraesthesia
C0015371,Extrapyramidal disorder
C2242621,Erection prolonged
C0239589,Pain in fingers
C2717961,Thrombotic microangiopathy
C0429098,Electrocardiogram QRS complex
C0740651,Abdominal symptom
C1142139,Drug reaction with eosinophilia and systemic symptoms
C0023218,Cramps of lower extremities
C0853939,Oral mucosal discolouration
C0221780,Rectal discharge
C0267566,Perirectal abscess
C0233565,Bradykinesia
C0151640,Fertility male decreased
C0547000,Joint lock
C0151315,Neck stiffness
C1142028,Peripheral nerve palsy
C0019064,Pericardial haemorrhage
C0340305,Inferior myocardial infarction
C0154833,Retinal vascular disorder
C0032787,Postoperative complications NOS
C1141863,Lymphocyte transformation test positive
C0026916,Mycobacterium avium complex infection
C0151737,Intentional injury
C0029464,Osteosclerosis
C1290398,Cerebral arterial aneurysm
C0853697,Neutrophil count decreased
C0281856,Generalized aching
C0007115,Thyroid cancer
C0242461,Purpura non-thrombocytopenic
C0010666,Acne cystic
C0877098,Application site dryness
C0011636,Dermatophytosis
C0159039,Spontaneous bruising
C0023895,Liver disorder
C0037274,Skin disorder
C0026272,Mixed connective tissue disease
C0235431,Blood creatinine increased
C0239511,Numbness facial
C0042798,Vision decreased
C0020437,Hypercalcaemia
C1301937,Talipes
C0549273,Abdominal pain aggravated
C0549395,Blood urea decreased
C0235901,Lacrimation abnormal NOS
C0085617,Arterial spasm
C1321133,Bronchial haemorrhage
C0856984,Hyperexcitation
C0863087,Decreased immune responsiveness
C0038814,Sunburn
C0742906,C-reactive protein increased
C0036420,Circumscribed scleroderma
C0856050,Diet refusal
C0024205,Lymphadenitis
C0206633,Angiomyolipoma
C1112470,Infusion site inflammation
C0038454,Cerebrovascular accident
C1536916,Blood cholesterol decreased
C0240464,Neck oedema of
C0021051,Immunodeficiency
C0311277,Central obesity
C0877324,Urinary sediment present
C0027719,Nephrosclerosis
C0004153,Atherosclerosis
C0347721,Back strain
C0854706,Neonatal infection
C0235573,Haemoglobinaemia
C0442886,Secondary infection
C0149866,Chemical conjunctivitis
C0559938,Ileal perforation
C0341164,Gastric ulcer haemorrhage
C0151569,Coombs direct test positive
C0264286,Pharyngitis ulcerative
C0233459,Emotional disorder
C0000729,Abdominal cramps
C0549405,Blood pressure fluctuation
C0011124,Libido decreased
C0520887,Electrocardiogram ST segment depression
C0266589,Ear malformation
C0021899,IUD expelled
C0863112,Pharyngo-oral irritation
C0235839,Fever neonatal
C0522172,Feeling drunk
C0085074,Granuloma annulare
C0002064,Respiratory alkalosis
C0018674,Head injury
C0858786,Toxic symptom
C0553576,Systemic mycosis
C0019069,Factor VIII deficiency
C0033038,Premature ejaculation
C0836924,Thrombocytosis
C0032302,Pneumonia mycoplasmal
C0037933,Spinal disorder
C0032266,Pneumatosis cystoides intestinalis
C1096049,Infusion site swelling
C0277890,Blood pressure diastolic decreased
C0242354,Disorder birth
C0231255,Body mass index decreased
C0008626,Cytogenetic abnormality
C0235890,Migraine aggravated
C0005684,Bladder cancer
C0856882,Potassium increased
C0269993,Suppressed lactation
C0302870,Microcytic
C0022353,Jaundice neonatal
C0234233,Tenderness
C0520546,Pulmonary microemboli
C0149521,Pancreatitis chronic
C0521494,Application site pigmentation changes
C0263443,Acne pustular
C0025319,Menopausal disorder
C0007860,Cervicitis
C0236178,Intra-abdominal haemorrhage
C1167686,Nail toxicity
C1522133,High cholesterol
C1535948,Retinal aneurysm
C0019338,Herpangina
C0857051,Bad dreams
C0854495,Hepatitis F
C1963822,Mucosal pigmentation
C1295666,Thyroxine decreased
C0948579,Bacteria urine identified
C0699791,Carcinoma stomach
C0476405,Pulmonary function test abnormal
C0155862,Pneumonia streptococcal
C0948353,Markedly reduced dietary intake
C0877154,Visual brightness
C0856069,Vasculitis gastrointestinal
C0040584,Tracheitis
C0015726,Fear
C0014800,Hyperplasia erythroid
C0019212,Hepatorenal syndrome
C0948070,Rhinalgia
C0343026,Nail infection
C0520966,Coordination abnormal
C0019243,Hereditary angioedema
C0026976,Myelitis transverse
C0155145,Chronic conjunctivitis
C0155964,Atrophic glossitis
C0235833,Congenital diaphragmatic hernia
C0221722,Muscle movement involuntary
C0039971,Thirst
C0018995,Haemochromatosis
C0029134,Optic neuritis
C0022575,Keratoconjunctivitis sicca
C0013404,Dyspnoea
C0265962,Netherton's syndrome
C0019618,Histiocytosis
C0162820,Allergic contact dermatitis
C1283048,Iron binding capacity total
C0010266,Cranial nerve disorder
C0476369,Echocardiogram abnormal
C1167732,Pleuropericarditis
C0234983,Delirium toxic
C1370740,Adrenal carcinoma
C0013146,Drug abuse
C0079035,Bradyarrhythmia
C0858217,Gastrointestinal fullness
C1279247,Genitourinary tract infection
C0152486,Salmonella sepsis
C1112789,Rectal spasm
C0036508,Seborrhoeic dermatitis
C1096340,Dysphemia
C0268919,Scrotal disorder
C0015695,Liver fatty
C0751466,Phonophobia
C0018790,Cardiac arrest
C1112303,Facial wasting
C0741307,Autonomic dysfunction
C0475858,Pruritus generalised
C0746731,Acute myocardial ischemia
C0009377,Colonic pseudo-obstruction
C0861157,Decreased night vision
C0151946,Pulmonary thrombosis
C0021390,Inflammatory bowel disease
C0860728,Osmolality increased
C0877090,Orthostatic collapse
C1456863,Vasoconstriction
C0694547,Systolic ejection murmur
C0026265,Mitral valve disease
C0700031,Anxiety attack
C0549386,Sensation of warmth
C0549373,Laryngeal pain
C0152025,Polyneuropathy
C0156308,Penile oedema
C1142115,Enterocolitis infectious
C0424230,Psychomotor retardation
C0410959,Foetal acidosis
C1096257,Dental discomfort
C0494475,Tonic-clonic seizures
C0919890,Hyperfibrinogenaemia
C0541947,Excitation cerebral
C0376356,Premenstrual tension
C0376297,Cardiac death
C0013491,Ecchymosis
C0003044,Animal bite
C1142420,Hepatitis B reactivation
C3665818,Medication residue present
C0520477,Prostatic adenoma
C0349705,Haemoglobin abnormal
C1142151,Scleromalacia
C0235763,Psoriasis flare-up
C0232410,Hair growth increased
C0026393,Molluscum contagiosum
C0858738,Vitamin B12 absorption decreased
C1096657,Prostate examination abnormal
C0037278,Skin infection
C0152436,Imperforate hymen
C0013298,Duodenitis
C0241618,Vaginal burning sensation
C0239783,Groin pain
C0011633,Dermatomyositis
C0021400,Influenza
C0524662,Dependence on opiates
C0042130,Uterine contractions
C0342649,Vascular calcification
C0028960,Oligospermia
C0235439,Ankle edema
C0854954,Ovarian germ cell teratoma benign
C0151942,Arterial thrombosis
C0006261,Bronchial disorder
C0241057,Skin burning sensation
C0234230,Pain burning
C1167965,Urine output increased
C0853277,Pseudo-Bartter syndrome
C0238113,Radiation oesophagitis
C0392525,Nephrolithiasis
C0039239,Sinus tachycardia
C0085096,Peripheral vascular disorder
C0855652,Culture negative
C0151313,Peripheral sensory neuropathy
C0558353,Carcinoma of tongue
C1263846,Attention deficit/hyperactivity disorder
C0948284,Corneal decompensation
C0032045,Placental disorder
C0751535,Cardiac syncope
C0085577,Normocytic anemia
C0037268,Congenital skin disorder
C0003813,Sinus arrhythmia
C0406317,Plaque psoriasis
C0026975,Myelitis
C0019151,Hepatic encephalopathy
C0085628,Stupor
C1167791,Skin toxicity
C2609264,Color vision change
C1142459,Application site scar
C0876991,Histiocytosis haematophagic
C0027562,Negativism
C0556385,Alcohol craving
C1135120,Breakthrough pain
C0948441,Venoocclusive disease
C1963864,Myelodysplastic syndrome transformation
C0948380,Colorectal cancer metastatic
C0151632,Red blood cell sedimentation rate increased
C0241166,Skin tightness
C0239513,Pallor facial
C0853149,Blood lactate dehydrogenase increased
C0013384,Dyskinesia
C0042258,Vaginal neoplasm
C0019147,Coma hepatic
C0235575,Hemolytic reaction
C0268948,Scrotal ulcer
C0018987,Hemimelia
C0231835,Tachypnoea
C0751494,Convulsive seizure
C0274312,Graft complication
C0812470,Abortion incomplete
C0036439,Scoliosis
C0235282,Ear roaring
C0029405,Brown tumour
C0034628,Radius fracture
C0002453,Amenorrhoea
C1141938,Ocular icterus
C1096252,Cardiac discomfort
C0016412,Folate deficiency
C0156273,Bladder diverticulum
C1262106,Neuromuscular toxicity
C0019372,Herpes virus infection
C0003123,Anorexia
C0017677,Tongue geographic
C0542313,Sleep talking
C0027343,Ingrowing nail
C0280100,Solid tumour
C0003128,Anovulation
C1868912,Uric acid increased
C0158775,Spine malformation
C0240557,Nasal irritation
C0740469,Albumin high
C0553721,Sweating decreased
C0856151,Fat redistribution
C0549453,Traumatic haematoma
C0014059,Acute disseminated encephalomyelitis
C0235081,Tremor limb
C0178298,Unspecified disorder of skin and subcutaneous tissue
C0392156,Akathisia
C0555120,White blood cells urine positive
C0858924,General discomfort
C0040797,Traumatic haemorrhage
C0275524,Infection mixed
C0038012,Spondylitis
C2173677,Renal cyst
C0549357,Abdominal adhesions
C0235378,Hepatotoxicity
C0242698,Left ventricular dysfunction
C1619700,Renal aplasia
C2939130,Other bacterial diseases
C0085653,Pyogenic granuloma
C1692886,Arthritis bacterial
C0231230,Fatigability
C0006267,Bronchiectasis
C0151702,Muscle haemorrhage
C0160390,Liver injury
C0235753,Haemangioma congenital
C0877634,Paresthesia of scalp
C0002622,Amnesia
C0235324,Gingival swelling
C0004626,Pneumonia bacterial
C0030925,Peptic ulcer perforation
C0271650,Glucose tolerance impaired
C0042749,Viraemia
C0853960,Bacterial disease carrier
C0743300,Urine drug screen positive
C0574002,Foot edema
C0277884,Blood pressure systolic increased
C0849913,Localized erythema
C0343494,Risus sardonicus
C0239488,Erythema facial
C0014541,Epiglottitis
C0919939,Graft thrombosis
C1141949,Troponin I increased
C0853710,Blood prolactin decreased
C2242708,Hypertransaminasaemia
C1167761,Fungal test positive
C0235822,Overdose effect
C0240449,Nasal sinus drainage
C0155388,External ear disorder
C0392171,Influenza-like symptoms
C0234518,Slurred speech
C0549430,Procedural site reaction
C0017086,Gangrene
C0151476,Alkalosis hypochloraemic
C0006285,Bronchopneumonia
C0854438,Blepharal pigmentation
C0235667,Mastitis acute female
C0238807,Bone tenderness
C0702166,Acne
C0342579,Electrolyte imbalance
C0242966,Systemic inflammatory response syndrome
C2350530,Bronchopulmonary aspergillosis
C0043012,Wakefulness
C0235344,Buccal mucosa ulceration
C0151798,Hepatic necrosis
C0581879,Felt faint
C0241357,Testosterone low
C0541896,Spermatozoa abnormal
C0541840,Contraction skeletal muscle
C0004158,Athetosis
C0151799,Skin necrosis
C0520757,Delayed recovery from anaesthesia
C0267797,Hepatitis acute
C0231613,Occipital headache
C0003873,Rheumatoid arthritis
C0039070,Syncope
C0541976,Gas in stomach
C0011071,Sudden death
C0234543,Postictal state
C0435630,Wrist fracture
C0184567,Acute pain
C0149782,Squamous cell carcinoma of lung
C0005694,Bladder neck obstruction
C1527407,Eosinophilic pneumonia
C0877331,Abnormal clotting factor
C0151479,Amylase increased
C0007112,Adenocarcinoma of prostate
C0027134,Myringitis
C0700198,Aspiration
C0006444,Bursitis
C0018802,Cardiac failure congestive
C0162423,Miliaria rubra
C0017168,Gastrooesophageal reflux disease
C0006277,Bronchitis
C0235774,Somnolence neonatal
C0233414,Disturbance in attention
C0855791,Mean cell volume increased
C0149836,Atrophic vulvovaginitis
C0018188,Granuloma
C1704437,Respiratory distress syndrome
C0153252,Systemic candida
C0263367,Koebner phenomenon
C0860864,Albumin low
C1319200,Confusion postoperative
C1328519,Retinal pigment epithelial tear
C0037299,Skin ulcer
C0043046,Wasting generalized
C0231837,Respiratory rate decreased
C0580412,Prothrombin time abnormal
C0920171,Foreign body sensation in eyes
C0948389,Intestinal hypomotility
C0521654,Neurological impairment
C0948352,Injury asphyxiation
C0231528,Myalgia
C0086168,Dissociation
C0151744,Myocardial ischaemia
C0016385,Cardiac flutter
C0030790,Pelvic infection
C0239062,Circumoral oedema
C1619712,Procedural pain
C0018524,Hallucination
C0236018,Aura
C0267446,Acute gastroenteritis
C0025517,Metabolic disorder
C0151596,Tongue discolouration
C0025218,Chloasma
C0151584,Injection site cyst
C0423820,Nail ridging
C0035579,Rickets
C0341439,Chronic liver disease
C0003119,Anophthalmos
C0426732,Prostatomegaly
C0877217,Abasia
C0240520,Nipple swelling
C0149745,Mouth ulceration
C0870082,Hyperkeratosis
C0001126,Renal tubular acidosis
C1142239,Call-Fleming syndrome
C2721559,Osmotic demyelination syndrome
C0151605,Injection site swelling
C0149904,Hepatitis cholestatic
C0853334,Thrombocytopenia aggravated
C0270994,Steroid myopathy
C0030976,Perceptual distortions
