uniprot,target_name
P60900,26S proteasome
P60900,20S proteasome
P60900,Proteasome subunit alpha type-6
O14818,26S proteasome
O14818,20S proteasome
O14818,Proteasome subunit alpha type-7
Q8TAA3,26S proteasome
Q8TAA3,20S proteasome
P40306,26S proteasome
P40306,Proteasome subunit beta type-10
P40306,20S proteasome
A5LHX3,26S proteasome
A5LHX3,20S proteasome
P49720,26S proteasome
P49720,Proteasome subunit beta type-3
P49720,20S proteasome
P28070,26S proteasome
P28070,20S proteasome
P28070,Proteasome subunit beta type-4
Q99436,26S proteasome
Q99436,Proteasome subunit beta type-7
Q99436,20S proteasome
Q16186,26S proteasome
Q16186,Proteasomal ubiquitin receptor ADRM1
Q16186,Protein cereblon/Proteasomal ubiquitin receptor ADRM1
P35998,26S proteasome
P35998,26S protease regulatory subunit 7
P62191,26S proteasome
P62191,26S protease regulatory subunit 4
P43686,26S proteasome
P43686,26S proteasome regulatory subunit 6B
P62333,26S proteasome
P62333,26S protease regulatory subunit 10B
P17980,26S proteasome
P17980,26S protease regulatory subunit 6A
P62195,26S proteasome
P62195,26S protease regulatory subunit 8
Q13200,26S proteasome
Q13200,26S proteasome non-ATPase regulatory subunit 2
O43242,26S proteasome
O43242,26S proteasome non-ATPase regulatory subunit 3
O00232,26S proteasome
O00232,26S proteasome non-ATPase regulatory subunit 12
O00231,26S proteasome
O00231,26S proteasome non-ATPase regulatory subunit 11
Q15008,26S proteasome
Q15008,26S proteasome non-ATPase regulatory subunit 6
P51665,26S proteasome
P51665,26S proteasome non-ATPase regulatory subunit 7
Q9UNM6,26S proteasome
Q9UNM6,26S proteasome non-ATPase regulatory subunit 13
P55036,26S proteasome
P48556,26S proteasome
P48556,26S proteasome non-ATPase regulatory subunit 8
P60896,26S proteasome
E0VCW8,Cytochrome P450
E0VXT9,Cytochrome P450
E0VBK5,Cytochrome P450
E0VDM3,Cytochrome P450
E0W115,Cytochrome P450
E0W2B1,Cytochrome P450
E0VHZ1,Cytochrome P450
E0VDR0,Cytochrome P450
E0VSD4,Cytochrome P450
E0VRD2,Cytochrome P450
E0VMV7,Cytochrome P450
E0W389,Cytochrome P450
E0VHL8,Cytochrome P450
E0VSD5,Cytochrome P450
E0VCW9,Cytochrome P450
E0VM29,Cytochrome P450
E0VGV6,Cytochrome P450
E0VV39,Cytochrome P450
E0VUR0,Cytochrome P450
E0V9R7,Cytochrome P450
E0VQ46,Cytochrome P450
E0VAD1,Cytochrome P450
E0VV52,Cytochrome P450
E0VMV6,Cytochrome P450
E0VED4,Cytochrome P450
E0VV72,Cytochrome P450
E0VQ45,Cytochrome P450
E0VZW4,Cytochrome P450
E0VJJ0,Cytochrome P450
E0VCA5,Cytochrome P450
E0VMW9,Cytochrome P450
E0VQ47,Cytochrome P450
E0VUR1,Cytochrome P450
E0VV70,Cytochrome P450
E0W4F7,Cytochrome P450
F2SZD3,Tubulin
F2SG63,Tubulin
F2SZ02,Tubulin
C4PKY4,Tubulin
C4PKZ2,Tubulin
C4PKZ6,Tubulin
F1L5G6,Tubulin
F1L7Y0,Tubulin
F1L005,Tubulin
F1LCS0,Tubulin
F1L4P8,Tubulin
F1L7U3,Tubulin
F1L8A5,Tubulin
Q9NYK1,Toll-like receptor 7
Q9NYK1,Toll-like receptor (TLR7/TLR9)
Q9NYK1,TLR7 and TLR8
P10613,Lanosterol 14-alpha demethylase
P21554,Cannabinoid receptor 1
P21554,Cannabinoid receptor
P21554,Cannabinoid CB1 receptor/orexin receptor 1 complex
P21554,Cannabinoid receptor 1/Mu-type opioid receptor
P04293,DNA polymerase catalytic subunit
Q05940,Synaptic vesicular amine transporter
P16184,Dihydrofolate reductase
P16184,Dihydrofolate reductase; P. carinii vs rat
Q72874,Human immunodeficiency virus type 1 protease
Q9H244,P2Y purinoceptor 12
Q9H244,P2Y receptor
P08172,Muscarinic acetylcholine receptor M2
P08172,Muscarinic acetylcholine receptor
P08172,Muscarinic acetylcholine receptors; M2 & M3
P08172,Muscarinic acetylcholine receptors; M1 & M2
P08172,Muscarinic acetylcholine receptor M2 and M4
P08172,Muscarinic acetylcholine receptor M2 and M5
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret /Nuclear receptor coactivator 4 fusion protein
P07949,Kinesin-1 heavy chain/ Tyrosine-protein kinase receptor RET
P07949,Coiled-coil domain-containing protein 6/Tyrosine-protein kinase receptor RET
P07949,Centrosomal protein 43/RET
P11836,B-lymphocyte antigen CD20
Q08881,Tyrosine-protein kinase ITK/TSK
Q08881,TEC family kinase
Q08881,Protein cereblon/Tyrosine-protein kinase ITK/TSK
Q9RET4,Penicillin-binding protein
Q75YK0,Penicillin-binding protein
Q75YD8,Penicillin-binding protein
Q54618,Penicillin-binding protein
Q75Y54,Penicillin-binding protein
Q75Y37,Penicillin-binding protein
P02708,Acetylcholine receptor subunit alpha
P02708,Acetylcholine receptor; alpha1/beta1/delta/gamma
P02708,Muscle-type nicotinic acetylcholine receptor
P02708,Nicotinic acetylcholine receptor alpha2/beta2
P02708,Nicotinic acetylcholine receptor alpha2/beta4
P02708,Nicotinic acetylcholine receptor alpha-1/beta-1
P02708,Nicotinic acetylcholine receptor alpha-1/beta-1/delta/epsilon
P02708,Nicotinic Acetylcholine Receptor
P07510,Acetylcholine receptor; alpha1/beta1/delta/gamma
P07510,Muscle-type nicotinic acetylcholine receptor
P07510,Nicotinic Acetylcholine Receptor
P11230,Acetylcholine receptor; alpha1/beta1/delta/gamma
P11230,Nicotinic acetylcholine receptor alpha3/betaX
P11230,Muscle-type nicotinic acetylcholine receptor
P11230,Nicotinic acetylcholine receptor alpha-1/beta-1
P11230,Nicotinic acetylcholine receptor alpha-1/beta-1/delta/epsilon
P11230,Nicotinic Acetylcholine Receptor
Q07001,Acetylcholine receptor subunit delta
Q07001,Acetylcholine receptor; alpha1/beta1/delta/gamma
Q07001,Muscle-type nicotinic acetylcholine receptor
Q07001,Nicotinic acetylcholine receptor alpha-1/beta-1/delta/epsilon
Q07001,Nicotinic Acetylcholine Receptor
Q04844,Acetylcholine receptor subunit epsilon
Q04844,Muscle-type nicotinic acetylcholine receptor
Q04844,Nicotinic acetylcholine receptor alpha-1/beta-1/delta/epsilon
Q04844,Nicotinic Acetylcholine Receptor
P29323,Ephrin type-B receptor 2
P29323,Ephrin receptor
P54756,Ephrin type-A receptor 5
P54756,Ephrin receptor
P54764,Ephrin type-A receptor 4
P54764,Ephrin receptor
P29322,Ephrin type-A receptor 8
P29322,Ephrin receptor
Q9UF33,Ephrin type-A receptor 6
Q9UF33,Ephrin receptor
Q15375,Ephrin type-A receptor 7
Q15375,Ephrin receptor
P54753,Ephrin type-B receptor 3
P54753,Ephrin receptor
P29320,Ephrin type-A receptor 3
P29320,Ephrin receptor
P54762,Ephrin type-B receptor 1
P54762,Ephrin receptor
P54760,Ephrin type-B receptor 4
P54760,Ephrin receptor
P54760,von Hippel-Lindau disease tumor suppressor/Ephrin type-B receptor 4
P21709,Ephrin type-A receptor 1
P21709,Ephrin receptor
O15197,Ephrin type-B receptor 6
O15197,Ephrin receptor
Q5JZY3,Ephrin receptor
P07327,Alcohol dehydrogenase 1A
P07327,Alcohol dehydrogenase
P07327,Alcohol dehydrogenase class I
P00325,All-trans-retinol dehydrogenase [NAD(+)] ADH1B
P00325,Alcohol dehydrogenase
P00325,Alcohol dehydrogenase class I
P00326,Alcohol dehydrogenase 1C
P00326,Alcohol dehydrogenase
P00326,Alcohol dehydrogenase class I
Q15303,Receptor tyrosine-protein kinase erbB-4
Q15303,Epidermal growth factor receptor
P21860,Receptor tyrosine-protein kinase erbB-3
P21860,Epidermal growth factor receptor
P21860,ErbB-2/ErbB-3 heterodimer
P91730,Glutamate-gated chloride channel
Q25634,Glutamate-gated chloride channel
P23415,Glycine receptor subunit alpha-1
P23415,Glycine receptor (alpha-1/beta)
P48167,Glycine receptor (alpha-1/beta)
P48167,Glycine receptor alpha-3/beta
P48167,Glycine receptor subunit alpha-2/beta
P52333,Tyrosine-protein kinase JAK3
P52333,Janus Kinase (JAK)
P52333,JAK3/JAK1
P52333,JAK2/JAK3
P52333,Protein cereblon/Tyrosine-protein kinase JAK3
P29597,Non-receptor tyrosine-protein kinase TYK2
P29597,Janus Kinase (JAK)
P29597,JAK1/JAK2/TYK2
P29597,JAK1/TYK2
P29597,JAK2/TYK2
P29597,Protein cereblon/Non-receptor tyrosine-protein kinase TYK2
P03923,Mitochondrial complex I (NADH dehydrogenase)
O95299,NADH-ubiquinone oxidoreductase 42 kDa subunit
O95299,Mitochondrial complex I (NADH dehydrogenase)
O00217,Mitochondrial complex I (NADH dehydrogenase)
P03901,Mitochondrial complex I (NADH dehydrogenase)
P56556,Mitochondrial complex I (NADH dehydrogenase)
P03886,NADH-ubiquinone oxidoreductase chain 1
P03886,Mitochondrial complex I (NADH dehydrogenase)
O95139,NADH-ubiquinone oxidoreductase B17 subunit
O95139,Mitochondrial complex I (NADH dehydrogenase)
O00483,Cytochrome c oxidase subunit NDUFA4
O00483,Mitochondrial complex I (NADH dehydrogenase)
Q86Y39,Mitochondrial complex I (NADH dehydrogenase)
P17568,NADH-ubiquinone oxidoreductase B18 subunit
P17568,Mitochondrial complex I (NADH dehydrogenase)
P03891,Mitochondrial complex I (NADH dehydrogenase)
O75306,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"
O75306,Mitochondrial complex I (NADH dehydrogenase)
P03915,Mitochondrial complex I (NADH dehydrogenase)
P51970,Mitochondrial complex I (NADH dehydrogenase)
O43674,NADH-ubiquinone oxidoreductase SGDH subunit
O43674,Mitochondrial complex I (NADH dehydrogenase)
P03905,NADH-ubiquinone oxidoreductase chain 4
P03905,Mitochondrial complex I (NADH dehydrogenase)
P03897,Mitochondrial complex I (NADH dehydrogenase)
O14561,Mitochondrial complex I (NADH dehydrogenase)
O14561,"Acyl carrier protein, mitochondrial"
O15239,Mitochondrial complex I (NADH dehydrogenase)
O43181,Mitochondrial complex I (NADH dehydrogenase)
O43676,Mitochondrial complex I (NADH dehydrogenase)
O43677,Mitochondrial complex I (NADH dehydrogenase)
O43678,Mitochondrial complex I (NADH dehydrogenase)
O43920,Mitochondrial complex I (NADH dehydrogenase)
O75251,Mitochondrial complex I (NADH dehydrogenase)
O75251,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"
O75380,Mitochondrial complex I (NADH dehydrogenase)
O75380,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial"
O75438,Mitochondrial complex I (NADH dehydrogenase)
O75489,Mitochondrial complex I (NADH dehydrogenase)
O75489,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"
O95167,Mitochondrial complex I (NADH dehydrogenase)
O95168,Mitochondrial complex I (NADH dehydrogenase)
O95169,Mitochondrial complex I (NADH dehydrogenase)
O95169,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"
O95178,Mitochondrial complex I (NADH dehydrogenase)
O95182,Mitochondrial complex I (NADH dehydrogenase)
O95298,Mitochondrial complex I (NADH dehydrogenase)
O96000,Mitochondrial complex I (NADH dehydrogenase)
O96000,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
P19404,Mitochondrial complex I (NADH dehydrogenase)
P19404,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial"
P28331,Mitochondrial complex I (NADH dehydrogenase)
P28331,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"
P49821,Mitochondrial complex I (NADH dehydrogenase)
P49821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
P56181,Mitochondrial complex I (NADH dehydrogenase)
Q16718,Mitochondrial complex I (NADH dehydrogenase)
Q16718,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
Q16795,Mitochondrial complex I (NADH dehydrogenase)
Q8N183,Mitochondrial complex I (NADH dehydrogenase)
Q8N183,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2
Q9BU61,Mitochondrial complex I (NADH dehydrogenase)
Q9NRX3,Mitochondrial complex I (NADH dehydrogenase)
Q9NX14,Mitochondrial complex I (NADH dehydrogenase)
Q9P032,Mitochondrial complex I (NADH dehydrogenase)
Q9P032,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4
Q9P0J0,Mitochondrial complex I (NADH dehydrogenase)
Q9P0J0,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
Q9UI09,Mitochondrial complex I (NADH dehydrogenase)
Q9Y375,Mitochondrial complex I (NADH dehydrogenase)
Q9Y6M9,Mitochondrial complex I (NADH dehydrogenase)
Q9Y6M9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
Q13956,Phosphodiesterases; PDE5 & PDE6
Q13956,Phosphodiesterase 6
Q13956,"3',5'-cyclic phosphodiesterase"
P18545,Phosphodiesterases; PDE5 & PDE6
P18545,Phosphodiesterase 6
P18545,"3',5'-cyclic phosphodiesterase"
O00408,"cGMP-dependent 3',5'-cyclic phosphodiesterase"
O00408,Phosphodiesterase 2 and 5 (PDE2 and PDE5)
O00408,"3',5'-cyclic phosphodiesterase"
P54750,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A"
P54750,Phosphodiesterase 1
P54750,"Phosphodiesterase, PDE1/PDE5"
P54750,"3',5'-cyclic phosphodiesterase"
O76083,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A"
O76083,"3',5'-cyclic phosphodiesterase"
P35913,Phosphodiesterases; PDE5 & PDE6
P35913,Phosphodiesterase 6
P35913,"3',5'-cyclic phosphodiesterase"
P35913,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase alpha/beta"
O43924,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta"
O43924,Phosphodiesterases; PDE5 & PDE6
O43924,Phosphodiesterase 6
O43924,"3',5'-cyclic phosphodiesterase"
O43924,PDE6D/KRAS
O43924,Protein cereblon/Phosphodiesterase 6D
O43924,von Hippel-Lindau disease tumor suppressor/PDE6D
O43924,LC3-B-PDEdelta
P16499,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha"
P16499,Phosphodiesterases; PDE5 & PDE6
P16499,Phosphodiesterase 6
P16499,"3',5'-cyclic phosphodiesterase"
P16499,"Rod cGMP-specific 3',5'-cyclic phosphodiesterase alpha/beta"
P51160,"Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'"
P51160,Phosphodiesterases; PDE5 & PDE6
P51160,Phosphodiesterase 6
P51160,"3',5'-cyclic phosphodiesterase"
P51160,PDE5A/PDE6C
O95263,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B"
O95263,"3',5'-cyclic phosphodiesterase"
O95263,Phosphodiesterase 8
Q9Y233,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A"
Q9Y233,"3',5'-cyclic phosphodiesterase"
Q01064,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B"
Q01064,Phosphodiesterase 1
Q01064,"Phosphodiesterase, PDE1/PDE5"
Q01064,"3',5'-cyclic phosphodiesterase"
Q14123,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C"
Q14123,Phosphodiesterase 1
Q14123,"Phosphodiesterase, PDE1/PDE5"
Q14123,"3',5'-cyclic phosphodiesterase"
O60658,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A"
O60658,"3',5'-cyclic phosphodiesterase"
O60658,Phosphodiesterase 8
P35408,Prostaglandin E2 receptor EP4 subtype
P35408,Prostaglandin E2 receptor
P28702,Retinoic acid receptor RXR-beta
P28702,Retinoid X receptor
P28702,Retinoid receptor
P48443,Retinoic acid receptor RXR-gamma
P48443,Retinoid X receptor
P48443,Retinoid receptor
P48443,Retinoid X receptor gamma/retinoic acid receptor alpha
P19793,Retinoic acid receptor RXR-alpha
P19793,RXR alpha/PPAR gamma
P19793,Retinoid X receptor
P19793,Retinoid receptor
P19793,Retinoic acid receptor RXR-alpha/oxysterols receptor LXR-beta
P19793,Retinoic acid receptor RXR-alpha/oxysterols receptor LXR-alpha
P19793,Retinoic acid receptor alpha/Retinoid X receptor alpha
P19793,Nuclear receptor subfamily 4 group A member 2/Retinoic acid receptor RXR-alpha
P19793,Retinoic acid receptor RXR-alpha/Retinoic acid receptor beta
P19793,Retinoic acid receptor RXR-alpha/Vitamin D3 receptor
P19793,Retinoic acid receptor RXR-alpha/gamma
E0VDF7,Nicotinic acetylcholine receptor
E0VDF4,Nicotinic acetylcholine receptor
E0VDF5,Nicotinic acetylcholine receptor
E0VB18,Nicotinic acetylcholine receptor
E0VB20,Nicotinic acetylcholine receptor
E0VP62,Nicotinic acetylcholine receptor
Q9NR96,Toll-like receptor 9
Q9NR96,Toll-like receptor (TLR7/TLR9)
Q9NR96,Toll-like receptor 3/8/9
P05023,Sodium/potassium-transporting ATPase subunit alpha-1
P05023,Sodium/potassium-transporting ATPase
P05023,Sodium/potassium-transporting ATPase subunit alpha-1/beta-1
P14415,Sodium/potassium-transporting ATPase
P14415,Sodium/potassium-transporting ATPase subunit alpha-2/beta-2
P05026,Sodium/potassium-transporting ATPase beta-1 chain
P05026,Sodium/potassium-transporting ATPase
P05026,Sodium/potassium-transporting ATPase subunit alpha-1/beta-1
P05026,Sodium/potassium-transporting ATPase subunit alpha-2/beta-1
P50993,Sodium/potassium-transporting ATPase
P50993,Sodium/potassium-transporting ATPase subunit alpha-2/beta-1
P50993,Sodium/potassium-transporting ATPase subunit alpha-2/beta-2
P50993,Sodium/potassium-transporting ATPase subunit alpha-2/beta-3
P54709,Sodium/potassium-transporting ATPase beta-3 chain
P54709,Sodium/potassium-transporting ATPase
P54709,Sodium/potassium-transporting ATPase subunit alpha-2/beta-3
P13637,Sodium/potassium-transporting ATPase
Q13733,Sodium/potassium-transporting ATPase
P54710,Sodium/potassium-transporting ATPase
P14867,Gamma-aminobutyric acid receptor subunit alpha-1
P14867,GABA-A receptor; GABA-A site (alpha1/beta2 interface)
P14867,GABA-A receptor; anion channel
P14867,GABA-A receptor; alpha-1/beta-3/gamma-2
P14867,GABA-A receptor; alpha-1/beta-2/gamma-2
P14867,GABA-A receptor; benzodiazepine site
P14867,GABA-A receptor; agonist GABA site
P14867,GABA A receptor alpha-1/beta-1/gamma-2
P14867,Gamma-aminobutyric acid receptor subunit alpha-1/ beta-1
P14867,GABA-A receptor alpha-1/beta-3
P14867,Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/delta
P14867,Gamma-aminobutyric acid receptor subunit alpha-1/gamma-2
P14867,Gamma-aminobutyric acid receptor subunit alpha-1/alpha-2/beta-2/gamma-2
P47870,Gamma-aminobutyric acid receptor subunit beta-2
P47870,GABA-A receptor; GABA-A site (alpha1/beta2 interface)
P47870,GABA-A receptor; anion channel
P47870,GABA-A receptor; alpha-1/beta-2/gamma-2
P47870,GABA-A receptor; agonist GABA site
P47870,GABA A receptor alpha-2/beta-2/gamma-2
P47870,GABA A receptor alpha-3/beta-2/gamma-2
P47870,GABA A receptor alpha-6/beta-2/gamma-2
P47870,Gamma-aminobutyric acid receptor subunit alpha-2/beta-2
P47870,Gamma-aminobutyric acid receptor subunit alpha-3/ beta-2
P47870,Gamma-aminobutyric acid receptor subunit alpha-5/beta-2
P47870,Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/delta
P47870,Gamma-aminobutyric acid receptor subunit beta-1/beta-2
P47870,Gamma-aminobutyric acid receptor subunit alpha-4/beta-2/delta
P47870,Gamma-aminobutyric acid receptor subunit alpha-4/beta-2/gamma-2
P47870,Gamma-aminobutyric acid receptor subunit alpha-5/beta-2/gamma-2
P47870,Gamma-aminobutyric acid receptor subunit alpha-1/alpha-2/beta-2/gamma-2
P18507,GABA-A receptor; anion channel
P18507,GABA-A receptor; alpha-3/beta-3/gamma-2
P18507,GABA-A receptor; alpha-1/beta-3/gamma-2
P18507,GABA-A receptor; alpha-5/beta-3/gamma-2
P18507,GABA-A receptor; alpha-2/beta-3/gamma-2
P18507,GABA-A receptor; alpha-1/beta-2/gamma-2
P18507,GABA-A receptor; alpha-6/beta-3/gamma-2
P18507,GABA-A receptor; benzodiazepine site
P18507,GABA A receptor alpha-2/beta-2/gamma-2
P18507,GABA A receptor alpha-3/beta-2/gamma-2
P18507,GABA A receptor alpha-6/beta-2/gamma-2
P18507,GABA A receptor alpha-1/beta-1/gamma-2
P18507,GABA A receptor alpha-4/beta-3/gamma-2
P18507,Gamma-aminobutyric acid receptor subunit alpha-1/gamma-2
P18507,Gamma-aminobutyric acid receptor subunit alpha-4/beta-2/gamma-2
P18507,Gamma-aminobutyric acid receptor subunit alpha-5/beta-2/gamma-2
P18507,Gamma-aminobutyric acid receptor subunit alpha-2/beta-1/gamma-2
P18507,Gamma-aminobutyric acid receptor subunit alpha-1/alpha-2/beta-2/gamma-2
P28472,Gamma-aminobutyric acid receptor subunit beta-3
P28472,GABA-A receptor; anion channel
P28472,GABA-A receptor; alpha-3/beta-3/gamma-2
P28472,GABA-A receptor; alpha-1/beta-3/gamma-2
P28472,GABA-A receptor; alpha-5/beta-3/gamma-2
P28472,GABA-A receptor; alpha-2/beta-3/gamma-2
P28472,GABA-A receptor; alpha-6/beta-3/gamma-2
P28472,GABA-A receptor; agonist GABA site
P28472,GABA A receptor alpha-4/beta-3/gamma-2
P28472,Gamma-aminobutyric acid receptor subunit alpha-4/beta3/delta
P28472,Gamma-aminobutyric acid receptor subunit alpha-3/ beta-3/gamma-3
P28472,Gamma-aminobutyric acid receptor subunit alpha-3/beta-3
P28472,Gamma-aminobutyric acid receptor subunit alpha-3/beta-3/theta
P28472,Gamma-aminobutyric acid receptor subunit alpha-5/beta-3/gamma-3
P28472,Gamma-aminobutyric acid receptor subunit alpha-6/beta-3
P28472,GABA-A receptor alpha-1/beta-3
P28472,GABA-A receptor alpha-4/beta-3/delta
P28472,Gamma-aminobutyric acid receptor subunit alpha-5/beta-3
P28472,Gamma-aminobutyric acid receptor subunit alpha-2/beta-3
P48169,Gamma-aminobutyric acid receptor subunit alpha-4
P48169,GABA-A receptor; anion channel
P48169,GABA-A receptor; benzodiazepine site
P48169,GABA-A receptor; agonist GABA site
P48169,GABA A receptor alpha-4/beta-3/gamma-2
P48169,Gamma-aminobutyric acid receptor subunit alpha-4/beta3/delta
P48169,GABA-A receptor alpha-4/beta-3/delta
P48169,Gamma-aminobutyric acid receptor subunit alpha-4/beta-2/delta
P48169,Gamma-aminobutyric acid receptor subunit alpha-4/beta-1/delta
P48169,Gamma-aminobutyric acid receptor subunit alpha-4/beta-2/gamma-2
P48169,Integrin alpha4/beta7 complex
Q99928,GABA-A receptor; anion channel
Q99928,GABA-A receptor; benzodiazepine site
Q99928,Gamma-aminobutyric acid receptor subunit alpha-3/ beta-3/gamma-3
Q99928,Gamma-aminobutyric acid receptor subunit alpha-5/beta-3/gamma-3
Q9UN88,GABA-A receptor; anion channel
Q9UN88,Gamma-aminobutyric acid receptor subunit alpha-3/beta-3/theta
P34903,Gamma-aminobutyric acid receptor subunit alpha-3
P34903,GABA-A receptor; anion channel
P34903,GABA-A receptor; alpha-3/beta-3/gamma-2
P34903,GABA-A receptor; benzodiazepine site
P34903,GABA-A receptor; agonist GABA site
P34903,GABA A receptor alpha-3/beta-2/gamma-2
P34903,Gamma-aminobutyric acid receptor subunit alpha-3/ beta-2
P34903,Gamma-aminobutyric acid receptor subunit alpha-3/ beta-3/gamma-3
P34903,Gamma-aminobutyric acid receptor subunit alpha-3/beta-3
P34903,Gamma-aminobutyric acid receptor subunit alpha-3/beta-3/theta
O00591,GABA-A receptor; anion channel
O14764,Gamma-aminobutyric acid receptor subunit delta
O14764,GABA-A receptor; anion channel
O14764,Gamma-aminobutyric acid receptor subunit alpha-4/beta3/delta
O14764,Gamma-aminobutyric acid receptor subunit alpha-1/beta-2/delta
O14764,Gamma-aminobutyric acid receptor subunit alpha-4/beta-2/delta
O14764,Gamma-aminobutyric acid receptor subunit alpha-4/beta-1/delta
Q8N1C3,GABA-A receptor; anion channel
Q8N1C3,GABA-A receptor; benzodiazepine site
P18505,Gamma-aminobutyric acid receptor subunit beta-1
P18505,GABA-A receptor; anion channel
P18505,GABA-A receptor; agonist GABA site
P18505,GABA A receptor alpha-1/beta-1/gamma-2
P18505,Gamma-aminobutyric acid receptor subunit alpha-1/ beta-1
P18505,Gamma-aminobutyric acid receptor subunit beta-1/beta-2
P18505,Gamma-aminobutyric acid receptor subunit alpha-4/beta-1/delta
P18505,Gamma-aminobutyric acid receptor subunit alpha-2/beta-1/gamma-2
P78334,GABA-A receptor; anion channel
P47869,Gamma-aminobutyric acid receptor subunit alpha-2
P47869,GABA-A receptor; anion channel
P47869,GABA-A receptor; alpha-2/beta-3/gamma-2
P47869,GABA-A receptor; benzodiazepine site
P47869,GABA-A receptor; agonist GABA site
P47869,GABA A receptor alpha-2/beta-2/gamma-2
P47869,Gamma-aminobutyric acid receptor subunit alpha-2/beta-2
P47869,Gamma-aminobutyric acid receptor subunit alpha-2/beta-3
P47869,Gamma-aminobutyric acid receptor subunit alpha-2/beta-1/gamma-2
P47869,Gamma-aminobutyric acid receptor subunit alpha-1/alpha-2/beta-2/gamma-2
P31644,Gamma-aminobutyric acid receptor subunit alpha-5
P31644,GABA-A receptor; anion channel
P31644,GABA-A receptor; alpha-5/beta-3/gamma-2
P31644,GABA-A receptor; benzodiazepine site
P31644,GABA-A receptor; agonist GABA site
P31644,Gamma-aminobutyric acid receptor subunit alpha-5/beta-2
P31644,Gamma-aminobutyric acid receptor subunit alpha-5/beta-3/gamma-3
P31644,Gamma-aminobutyric acid receptor subunit alpha-5/beta-3
P31644,Gamma-aminobutyric acid receptor subunit alpha-5/beta-2/gamma-2
Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
Q16445,GABA-A receptor; anion channel
Q16445,GABA-A receptor; alpha-6/beta-3/gamma-2
Q16445,GABA-A receptor; benzodiazepine site
Q16445,GABA-A receptor; agonist GABA site
Q16445,GABA A receptor alpha-6/beta-2/gamma-2
Q16445,Gamma-aminobutyric acid receptor subunit alpha-6/beta-3
P06241,Tyrosine-protein kinase Fyn
P06241,SRC
P06241,Tyrosine-protein kinase BTK/Tyrosine-protein kinase Fyn
P07947,Tyrosine-protein kinase Yes
P07947,SRC
P07947,von Hippel-Lindau disease tumor suppressor/Tyrosine-protein kinase Yes
P51451,Tyrosine-protein kinase Blk
P51451,SRC
P09769,Tyrosine-protein kinase Fgr
P09769,SRC
Q9H3Y6,Tyrosine-protein kinase Srms
Q9H3Y6,SRC
P18405,3-oxo-5-alpha-steroid 4-dehydrogenase 1
P18405,Steroid 5-alpha-reductase
Q9H8P0,Steroid 5-alpha-reductase
P0AFI2,DNA topoisomerase 4 subunit A
P0AFI2,Topoisomerase IV
P20083,Topoisomerase IV
P20083,DNA topoisomerase 4 subunit B
P48374,Topoisomerase IV
Q5EP76,Topoisomerase IV
P0AC13,Dihydropteroate synthase
P0ABQ4,Dihydrofolate reductase
P62593,Beta-lactamase TEM
Q99YW3,Isoleucine--tRNA ligase
P24228,Bacterial penicillin-binding protein
P0AD68,Bacterial penicillin-binding protein
P02918,Penicillin-binding protein 1A
P02918,Bacterial penicillin-binding protein
P02919,Penicillin-binding protein 1B
P02919,Bacterial penicillin-binding protein
P0AEB2,Bacterial penicillin-binding protein
P0AD65,"Peptidoglycan D,D-transpeptidase MrdA"
P0AD65,Bacterial penicillin-binding protein
P08506,Bacterial penicillin-binding protein
