chembl_id,uniprot,mechanism,action_type
CHEMBL3989769,P60438,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989769,P62399,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989769,P0AG55,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL3989769,P0A7K2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7V0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P60723,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0AG67,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7R5,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7R9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7S3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7S9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0AG59,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0ADZ4,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7T3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0AG63,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7T7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7U3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7U7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P68679,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7V3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7V8,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7W1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P02358,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P02359,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7W7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7X3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7J3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7J7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0AA10,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0ADY3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P02413,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0ADY7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0AG44,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0C018,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7K6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7L0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7L3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0AG48,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P61175,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0ADZ0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P60624,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P68919,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7L8,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7M2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7M6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P60422,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0AG51,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7N1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7M9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7N4,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7N9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7P5,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7Q1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,Q2EEQ2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7Q6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P60438,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P62399,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0AG55,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1200688,P0A7K2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7V0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P60723,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0AG67,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7R5,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7R9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7S3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7S9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0AG59,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0ADZ4,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7T3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0AG63,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7T7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7U3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7U7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P68679,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7V3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7V8,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7W1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P02358,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P02359,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7W7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7X3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7J3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7J7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0AA10,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0ADY3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P02413,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0ADY7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0AG44,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0C018,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7K6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7L0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7L3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0AG48,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P61175,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0ADZ0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P60624,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P68919,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7L8,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7M2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7M6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P60422,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0AG51,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7N1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7M9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7N4,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7N9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7P5,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7Q1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,Q2EEQ2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7Q6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P60438,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P62399,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0AG55,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1741,P0A7K2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7V0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P60723,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0AG67,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7R5,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7R9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7S3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7S9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0AG59,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0ADZ4,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7T3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0AG63,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7T7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7U3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7U7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P68679,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7V3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7V8,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7W1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P02358,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P02359,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7W7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7X3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7J3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7J7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0AA10,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0ADY3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P02413,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0ADY7,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0AG44,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0C018,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7K6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7L0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7L3,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0AG48,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P61175,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0ADZ0,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P60624,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P68919,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7L8,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7M2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7M6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P60422,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0AG51,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7N1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7M9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7N4,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7N9,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7P5,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7Q1,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,Q2EEQ2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7Q6,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P60438,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P62399,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0AG55,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL529,P0A7K2,Bacterial 70S ribosome inhibitor,INHIBITOR
CHEMBL1201438,P01589,Interleukin-2 receptor agonist,AGONIST
CHEMBL1201438,P31785,Interleukin-2 receptor agonist,AGONIST
CHEMBL1201438,P14784,Interleukin-2 receptor agonist,AGONIST
CHEMBL1201605,P01589,Interleukin-2 receptor inhibitor,INHIBITOR
CHEMBL1201605,P31785,Interleukin-2 receptor inhibitor,INHIBITOR
CHEMBL1201605,P14784,Interleukin-2 receptor inhibitor,INHIBITOR
CHEMBL1201550,P01589,Interleukin-2 receptor binding agent,BINDING AGENT
CHEMBL1201550,P31785,Interleukin-2 receptor binding agent,BINDING AGENT
CHEMBL1201550,P14784,Interleukin-2 receptor binding agent,BINDING AGENT
CHEMBL1201439,P01589,Interleukin-2 receptor inhibitor,INHIBITOR
CHEMBL1201439,P31785,Interleukin-2 receptor inhibitor,INHIBITOR
CHEMBL1201439,P14784,Interleukin-2 receptor inhibitor,INHIBITOR
CHEMBL1201608,P07766,T cell surface glycoprotein CD3 inhibitor,INHIBITOR
CHEMBL1201608,P09693,T cell surface glycoprotein CD3 inhibitor,INHIBITOR
CHEMBL1201608,P04234,T cell surface glycoprotein CD3 inhibitor,INHIBITOR
CHEMBL1201670,P15509,Granulocyte-macrophage colony-stimulating factor receptor agonist,AGONIST
CHEMBL1201670,P32927,Granulocyte-macrophage colony-stimulating factor receptor agonist,AGONIST
CHEMBL2109047,P17181,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL2109047,P48551,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL2108508,P17181,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL2108508,P48551,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201558,P17181,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201558,P48551,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201562,P17181,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201562,P48551,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201560,P17181,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201560,P48551,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201561,P17181,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201561,P48551,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201563,P17181,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201563,P48551,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201557,P17181,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201557,P48551,Interferon alpha/beta receptor agonist,AGONIST
CHEMBL1201564,P38484,Interferon gamma receptor agonist,AGONIST
CHEMBL1201564,P15260,Interferon gamma receptor agonist,AGONIST
CHEMBL1658,Q2FW31,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P0A0H0,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW30,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW19,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FYU5,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2G2Q1,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FZ45,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW15,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2G111,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW10,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FXY6,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FXZ7,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FZ25,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW12,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FXK6,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW23,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2G113,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P48940,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW20,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW39,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FYF9,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2G0N9,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P0A0F4,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW38,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW16,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P0A0F8,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW13,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW33,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW22,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FZ42,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2G0P0,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FXQ1,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FXS8,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW11,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW08,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW17,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FXT0,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FZ60,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW14,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P60430,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P0A0G2,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FWD8,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FZF1,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FYU6,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FY22,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FUQ0,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FXQ0,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW29,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW06,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW07,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW18,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2FW21,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P48860,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q2G2T3,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66341,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A1V0,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66376,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66394,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66421,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66424,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q99XZ0,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66446,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A1W5,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66475,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66496,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66509,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66526,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P68901,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66555,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66567,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66583,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66599,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66619,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66634,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66648,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P68900,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66058,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A1W4,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A1V5,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A1W7,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A1V8,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66084,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66097,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66114,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A0D6,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P0C0D4,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A1X2,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A1W3,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66137,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66157,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66176,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P60434,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A1V6,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66202,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q99XK8,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q490D8,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q48WA5,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66235,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66258,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66280,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66303,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A1X4,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P0C0D6,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A1W2,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,Q9A1V9,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66063,70S ribosome inhibitor,INHIBITOR
CHEMBL1658,P66322,70S ribosome inhibitor,INHIBITOR
CHEMBL1201835,P29460,Interleukin-12 inhibitor,INHIBITOR
CHEMBL1201835,P29459,Interleukin-12 inhibitor,INHIBITOR
CHEMBL1201835,P29460,Interleukin-23 inhibitor,INHIBITOR
CHEMBL1201835,Q9NPF7,Interleukin-23 inhibitor,INHIBITOR
CHEMBL1237022,P08887,Interleukin-6 receptor alpha subunit inhibitor,INHIBITOR
CHEMBL2105700,P9WPU9,ATP synthase inhibitor,INHIBITOR
CHEMBL2105700,P9WPU5,ATP synthase inhibitor,INHIBITOR
CHEMBL2105700,P9WPU7,ATP synthase inhibitor,INHIBITOR
CHEMBL2105700,P9WPV5,ATP synthase inhibitor,INHIBITOR
CHEMBL2105700,P9WPS1,ATP synthase inhibitor,INHIBITOR
CHEMBL2105700,P9WPV1,ATP synthase inhibitor,INHIBITOR
CHEMBL2105700,P9WPV7,ATP synthase inhibitor,INHIBITOR
CHEMBL2105700,P9WPV3,ATP synthase inhibitor,INHIBITOR
CHEMBL1201761,P0AES6,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1201761,P0AES4,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1200498,P0AES6,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1200498,P0AES4,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL4,P0AES6,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL4,P0AES4,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1208,P0AES6,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1208,P0AES4,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL8,P0AES6,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL8,P0AES4,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1202,P0AES6,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1202,P0AES4,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1200779,P0AES6,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1200779,P0AES4,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL9,P0AES6,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL9,P0AES4,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL5,P0AES6,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL5,P0AES4,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1200735,P0AES6,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1200735,P0AES4,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL850,P0AES6,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL850,P0AES4,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1728,P0AES6,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL1728,P0AES4,Bacterial DNA gyrase inhibitor,INHIBITOR
CHEMBL5315124,P0A4L9,DNA gyrase inhibitor,INHIBITOR
CHEMBL5315124,P72524,DNA gyrase inhibitor,INHIBITOR
CHEMBL1200393,P0A4L9,DNA gyrase inhibitor,INHIBITOR
CHEMBL1200393,P72524,DNA gyrase inhibitor,INHIBITOR
CHEMBL31,P0A4L9,DNA gyrase inhibitor,INHIBITOR
CHEMBL31,P72524,DNA gyrase inhibitor,INHIBITOR
CHEMBL1200621,P0A4L9,DNA gyrase inhibitor,INHIBITOR
CHEMBL1200621,P72524,DNA gyrase inhibitor,INHIBITOR
CHEMBL826,P48371,DNA gyrase inhibitor,INHIBITOR
CHEMBL826,P22118,DNA gyrase inhibitor,INHIBITOR
CHEMBL544665,Q9H228,Sphingosine 1-phosphate receptor agonist,AGONIST
