doid,disease_name,community,embedding
DOID:11119,Gilles de la Tourette syndrome,21020,"[-0.11166393011808395, -0.45776379108428955, -0.17244777083396912, 0.3547700047492981, 0.33499956130981445, -0.11792877316474915, -0.06956195831298828, 0.16539929807186127, 0.07318572700023651, 0.08247590065002441, 0.02153925970196724, -0.22887879610061646, -0.377128928899765, -0.1070047914981842, 0.005557097494602203, 0.14470034837722778, -0.025412194430828094, 0.23926453292369843, 0.14241589605808258, 0.45204663276672363, 0.07754160463809967, -0.2269550859928131, 0.0774913877248764, -0.09468233585357666, -0.14988207817077637, -0.026754306629300117, -0.2471826672554016, 0.032484278082847595, -0.049106694757938385, 0.15984991192817688, 0.02887886017560959, 0.057018984109163284, 0.4161583185195923, 0.11888554692268372, 0.11500722169876099, -0.07685811072587967, -0.3810291886329651, 0.38040971755981445, 0.029717857018113136, -0.06276478618383408, -0.2010008841753006, 0.003665957599878311, -0.15903255343437195, 0.18332181870937347, 0.36857107281684875, 0.04307413846254349, 0.1647491157054901, -0.004341848194599152, -0.1416599303483963, 0.003836086019873619, -0.07922232151031494, 0.0400456041097641, 0.10110504925251007, -0.11399414390325546, 0.18809804320335388, 0.09540325403213501, 0.025202767923474312, -0.041621364653110504, 0.12135057896375656, 0.012825836427509785, -0.026003137230873108, -0.08018090575933456, 0.04949473217129707, -0.3133828043937683]"
DOID:5875,retroperitoneal cancer,21052,"[-0.1935887485742569, 0.22561782598495483, -0.1330622434616089, -0.039144691079854965, 0.31384286284446716, 0.1530209481716156, 0.06408432126045227, -0.1700722575187683, 0.09961006790399551, 0.4917423129081726, -0.06337276101112366, 0.06408432126045227, -0.0469718798995018, -0.1330622434616089, -0.23415657877922058, -0.17363005876541138, 0.19003093242645264, 0.3024229407310486, 0.12452349811792374, 0.2618551254272461, -0.003557814285159111, 0.1700722575187683, -0.17718788981437683, -0.09967119991779327, 0.17078381776809692, -0.22911447286605835, 0.0954018384218216, -0.0014231253881007433, 0.06408432126045227, 0.05625711381435394, 0.002846251241862774, -0.13092756271362305, 0.09818694740533829, 0.1344853639602661, 0.06186230480670929, -0.15586718916893005, 0.0014231253881007433, -0.1330622434616089, 0.04270250350236893, -0.04341406747698784, -0.045548755675554276, 0.1330622434616089, -0.1935887485742569, -0.032740622758865356, 0.13163912296295166, -0.054833993315696716, 0.1401778757572174, 0.10038276016712189, 0.004269377328455448, -0.0014231253881007433, 0.18931937217712402, -0.17291849851608276, 0.009250315837562084, -0.002846251241862774, 0.3330550789833069, -0.0469718798995018, 0.27181702852249146, 0.08822505921125412, -0.18718469142913818, -0.13662007451057434, 0.325939416885376, -0.2227715700864792, -0.13590851426124573, -0.1330622434616089]"
DOID:10871,age related macular degeneration,807,"[-0.10471516847610474, -0.13849665224552155, -0.32551121711730957, -0.11500286310911179, -0.23182031512260437, -0.13318657875061035, -0.1645480841398239, 0.012066374532878399, -0.24332252144813538, -0.13381019234657288, 0.027154890820384026, 0.27689939737319946, -0.10123880207538605, -0.26499029994010925, 0.08602733910083771, 0.016294162720441818, 0.20114007592201233, 0.1362909972667694, -0.1994711309671402, -0.2144697904586792, 0.29632502794265747, -0.06336601823568344, 0.0015073642134666443, 0.13145680725574493, -0.02118600718677044, 0.2903716266155243, 0.06589087098836899, 0.3778039813041687, -0.1078377515077591, -0.13101594150066376, -0.18703581392765045, -0.06560519337654114, -0.01589241996407509, -0.0042368341237306595, 0.11068638414144516, 0.011511815711855888, 0.25899291038513184, 0.05580517277121544, -0.2773827612400055, -0.18036118149757385, -0.029705150052905083, -0.5266473889350891, -0.19635151326656342, 0.33298516273498535, -0.13469257950782776, 0.14340734481811523, -0.2544078826904297, -0.00042418763041496277, 0.056893520057201385, 0.008161211386322975, 0.3526729643344879, 0.1126372367143631, -0.21774311363697052, -0.2524160146713257, 0.049294352531433105, 0.10972842574119568, -0.21997646987438202, 0.029251553118228912, 0.04238424077630043, -0.145186185836792, -0.22897998988628387, -0.05791357532143593, 0.11123531311750412, -0.16820889711380005]"
DOID:11239,appendix cancer,20994,"[-0.2757611572742462, 0.19850388169288635, 0.14591577649116516, -0.09938482940196991, 0.11919869482517242, -0.06993238627910614, -0.09260368347167969, 0.19616462290287018, 0.02253899723291397, 0.02745131403207779, -0.287728488445282, -0.20497941970825195, 0.13430994749069214, -0.10315458476543427, -0.2071777880191803, -0.33991092443466187, -0.10564036667346954, 0.04936277121305466, 0.09001104533672333, -0.15805256366729736, 0.03850764408707619, 0.32168281078338623, -0.12659423053264618, -0.013738878071308136, -0.24566781520843506, 0.05319436639547348, 0.19331002235412598, -0.14374658465385437, 0.09438387304544449, 0.06899064779281616, -0.08554376661777496, 0.06942036747932434, 0.25416356325149536, 0.1482241302728653, 0.28501173853874207, 0.04862671345472336, -0.09304739534854889, 0.30257803201675415, -0.2041330635547638, 0.037795357406139374, 0.18980470299720764, -0.20828290283679962, 0.2440144419670105, 0.027522724121809006, 0.16265931725502014, -0.25608235597610474, -0.3820944130420685, 0.12857314944267273, -0.02379673160612583, 0.07951731234788895, 0.2347753345966339, 0.062325865030288696, -0.13495010137557983, -0.042528681457042694, 0.1259925812482834, 0.038361806422472, 0.11742103099822998, 0.26685404777526855, -0.14117088913917542, -0.01579553633928299, 0.4181023836135864, -0.053563013672828674, -0.11019397526979446, 0.13789483904838562]"
DOID:11555,Fuchs' endothelial dystrophy,21020,"[-0.0028470875695347786, -0.023351021111011505, -0.23089411854743958, -0.42894110083580017, -0.04435035586357117, -0.0022450899705290794, -0.02530232071876526, -0.08751119673252106, 0.05153079330921173, 0.2937922179698944, -0.09246332943439484, 0.231790691614151, -0.12466993927955627, -0.01907026395201683, 0.11518527567386627, -0.20553365349769592, -0.1905176192522049, 0.12332309037446976, -0.10239021480083466, -0.12675294280052185, -0.294847697019577, 0.16967707872390747, -0.16075573861598969, 0.169642835855484, -0.2786450684070587, 0.13203741610050201, -0.21951541304588318, 0.17439600825309753, 0.017469555139541626, -0.20949752628803253, 0.03001946210861206, 0.09221555292606354, 0.3207443952560425, 0.18722273409366608, -0.13076619803905487, 0.13531288504600525, -0.018287135288119316, 0.5351438522338867, -0.028711536899209023, -0.044611841440200806, 0.2553011476993561, -0.010839361697435379, 0.024693679064512253, 0.15775631368160248, -0.09411843121051788, -0.13541099429130554, -0.09766831994056702, 0.010857155546545982, -0.0029170853085815907, -0.09956209361553192, 0.01973457634449005, -0.1022651195526123, 0.05460306257009506, -0.31686508655548096, 0.4227229058742523, 0.008980861864984035, 0.08036573231220245, 0.014573991298675537, 0.11365433037281036, -0.20205728709697723, -0.23096387088298798, -0.06576443463563919, -0.006206393241882324, 0.11117932200431824]"
DOID:3393,coronary artery disease,20946,"[-0.15445809066295624, -0.061383120715618134, 0.13948063552379608, 0.13167738914489746, -0.2599131166934967, 0.10611066967248917, -0.18488559126853943, -0.057669010013341904, -0.041398629546165466, -0.025603409856557846, 0.00972554087638855, 0.12433169782161713, 0.27414193749427795, -0.016578685492277145, 0.33434247970581055, 0.2881157100200653, 0.043982166796922684, -0.08901974558830261, -0.14276203513145447, -0.12394732981920242, -0.024301081895828247, -0.30859583616256714, 0.07041484862565994, -0.31114140152931213, -0.03983627259731293, 0.06256920099258423, 0.08053909242153168, -0.14689265191555023, 0.20051263272762299, -0.23783859610557556, 0.3419209122657776, -0.18494635820388794, 0.0627414658665657, 0.12124727666378021, 0.1830306351184845, 0.1356481909751892, -0.10521155595779419, 0.20243272185325623, 0.303111732006073, -0.06766100227832794, -0.07260443270206451, 0.023936301469802856, 0.036994948983192444, 0.18562829494476318, -0.19379107654094696, -0.055515870451927185, -0.24006254971027374, 0.19458547234535217, -0.3587244749069214, 0.24880799651145935, 0.20177605748176575, -0.1530492752790451, -0.0363927036523819, -0.06455929577350616, 0.11096251755952835, -0.13705474138259888, 0.14014297723770142, 0.31471875309944153, 0.22752335667610168, -0.13546817004680634, -0.020459994673728943, 0.07286284863948822, 0.07069838047027588, -0.2353384643793106]"
DOID:1595,endogenous depression,21020,"[-0.2175125777721405, 0.0130815040320158, 0.004901140928268433, 0.2730780243873596, 0.011231251060962677, 0.08079714328050613, 0.2266440987586975, 0.2575587034225464, 0.08060784637928009, 0.1387026011943817, 0.18728888034820557, -0.2544812262058258, -0.3173430263996124, -0.09097292274236679, 0.10989882051944733, -0.12092834711074829, 0.2593139410018921, -0.07003222405910492, -0.025154829025268555, 0.5310157537460327, 0.19098061323165894, -0.17237302660942078, -0.1060602068901062, 0.09852546453475952, -0.11533579230308533, -0.11306986957788467, 0.10335247963666916, 0.06168318912386894, 0.21501289308071136, -0.2120881974697113, 0.0043410807847976685, -0.08017022162675858, 0.204471617937088, 0.14721132814884186, 0.15546248853206635, 0.10998527705669403, 0.06323439627885818, 0.37024712562561035, -0.0954362228512764, -0.07843402773141861, -0.003593975678086281, 0.14720763266086578, -0.08560585230588913, 0.20813360810279846, 0.18928204476833344, -0.043228764086961746, -0.24193406105041504, 0.3347875475883484, -0.03889450430870056, 0.4972713589668274, 0.13349315524101257, 0.038051214069128036, 0.0540972501039505, -0.05733150988817215, 0.23261603713035583, 0.01646876335144043, -0.051487069576978683, -0.00823953002691269, 0.037810713052749634, 0.27384471893310547, 0.3019440174102783, 0.03792274370789528, -0.02072545886039734, 0.09202252328395844]"
DOID:1094,attention deficit hyperactivity disorder,21020,"[-0.16862554848194122, -0.07271653413772583, -0.13272255659103394, 0.12172863632440567, 0.003095199353992939, 0.0027472488582134247, 0.029937028884887695, 0.4302031099796295, 0.08935659378767014, 0.07286668568849564, 0.2236122190952301, -0.1868715137243271, -0.3416536748409271, -0.09294065088033676, 0.15426936745643616, 0.0697065144777298, 0.2694852352142334, -0.06648881733417511, -0.05802169442176819, 0.6110855340957642, 0.18567511439323425, -0.18073390424251556, -0.006505310535430908, 0.142576664686203, 0.0018359720706939697, 0.0057135894894599915, -0.02748454362154007, 0.05355071648955345, 0.1240367591381073, -0.1402907818555832, 0.03301248699426651, -0.04008367657661438, 0.1787448227405548, 0.032627642154693604, 0.10937756299972534, 0.15245643258094788, -0.06259376555681229, 0.3965803384780884, -0.1499481052160263, -0.07329006493091583, -0.19844332337379456, 0.21515408158302307, -0.041940413415431976, 0.4175149202346802, 0.1521611511707306, 0.0067160967737436295, -0.13767960667610168, 0.16198953986167908, -0.046943265944719315, 0.44842803478240967, 0.15035706758499146, -0.09685719013214111, 0.014785036444664001, -0.01564859226346016, 0.02508559823036194, -0.002687152475118637, 0.01264285296201706, -0.2513580620288849, 0.17303577065467834, 0.15455332398414612, 0.208439901471138, 0.06113605946302414, 0.09911514818668365, 0.23453950881958008]"
DOID:5041,esophageal cancer,20994,"[-0.03055623173713684, 0.000759294256567955, 0.4335089921951294, -0.36722642183303833, -0.46756479144096375, 0.0731426477432251, -0.18440279364585876, 0.055487364530563354, -0.13038618862628937, -0.06832558661699295, 0.26965731382369995, -0.2121007889509201, 0.2533518970012665, -0.0451221726834774, 0.08783173561096191, 0.36089977622032166, 0.22925250232219696, -0.24507391452789307, -0.09342459589242935, 0.20783807337284088, 0.12460982799530029, -0.3443346619606018, 0.26146483421325684, 0.09812763333320618, -0.006412997841835022, -0.01346518099308014, 0.23883062601089478, -0.10364958643913269, 0.06737542152404785, -0.04561956971883774, -0.06312212347984314, -0.08814771473407745, 0.20859785377979279, 0.04094286635518074, -0.16370902955532074, -0.022314798086881638, -0.028253233060240746, -0.12722130119800568, -0.22310777008533478, -0.11590389907360077, 0.10481081902980804, -0.0479445606470108, -0.020485002547502518, 0.10793012380599976, 0.13709023594856262, 0.2229386270046234, 0.05939757451415062, 0.12995034456253052, 0.04115253686904907, -0.08748214691877365, -0.02834917977452278, -0.2816758155822754, 0.039403285831213, 0.1253717541694641, 0.2275964915752411, 0.15979814529418945, 0.21498169004917145, 0.29295653104782104, -0.30641934275627136, -0.10850740969181061, 0.21800078451633453, -0.025228513404726982, 0.1445590704679489, -0.024341538548469543]"
DOID:219,colon cancer,20994,"[-0.20873503386974335, 0.07417947053909302, 0.11881463974714279, 0.02092689275741577, -0.045247022062540054, 0.25834739208221436, -0.29541015625, 0.15947647392749786, -0.09062627702951431, 0.3984871506690979, 0.11017949134111404, -0.09018351137638092, 0.08504336327314377, 0.003847440704703331, 0.09471431374549866, -0.3404880166053772, -0.027350550517439842, -0.08783982694149017, -0.013712026178836823, -0.26153019070625305, 0.12259800732135773, 0.09064231067895889, 0.20521873235702515, -0.16713932156562805, 0.1762501299381256, -0.05402347445487976, 0.035719506442546844, -0.07280790060758591, 0.03850416839122772, -0.058905597776174545, -0.2780166268348694, -0.38494670391082764, 0.021054312586784363, -0.16150861978530884, 0.14506302773952484, 0.1759585738182068, -0.22728922963142395, 0.1980322152376175, -0.21275971829891205, -0.15161441266536713, -0.07472274452447891, 0.060944389551877975, 0.05547034740447998, 0.18679159879684448, -0.1625528484582901, 0.02101985178887844, 0.005274854600429535, 0.3083312511444092, 0.2198718786239624, -0.033755842596292496, -0.08521977066993713, -0.21185123920440674, -0.003229692578315735, -0.18439605832099915, 0.29787009954452515, -0.19085001945495605, 0.512737512588501, 0.09439697116613388, 0.23626989126205444, 0.07562880218029022, 0.17573222517967224, 0.12743277847766876, -0.2933274805545807, -0.09080074727535248]"
DOID:5419,schizophrenia,21020,"[-0.1674669235944748, 0.051663290709257126, -0.07209702581167221, -0.20697477459907532, 0.15550877153873444, 0.06285175681114197, 0.3644888401031494, 0.2929547429084778, -0.02435442805290222, 0.014404315501451492, 0.22195115685462952, -0.17103815078735352, -0.43494725227355957, -0.13917940855026245, 0.1339547336101532, 0.08201217651367188, 0.020661726593971252, 0.048603590577840805, -0.10499556362628937, 0.3131225109100342, 0.19777658581733704, -0.28888067603111267, 0.11118549108505249, 0.19852317869663239, -0.03988081216812134, -0.0952790156006813, 0.03824217617511749, 0.14824384450912476, 0.06900332123041153, 0.1199696809053421, 0.08313500881195068, 0.05799419432878494, 0.24358594417572021, 0.09856116771697998, 0.17807318270206451, 0.06938264518976212, 0.013193081133067608, 0.30833685398101807, -0.264083594083786, 0.14013582468032837, 0.2984575033187866, 0.11868231743574142, 0.12234275043010712, 0.21527527272701263, -0.22763392329216003, 0.0830182135105133, -0.15326926112174988, 0.0011053979396820068, -0.283405601978302, 0.3847517967224121, -0.014812493696808815, 0.007389405742287636, 0.07219637930393219, 0.06386468559503555, 0.2217654138803482, -0.1924196481704712, -0.10145208239555359, -0.08816253393888474, 0.16447263956069946, 0.010824905708432198, 0.43078678846359253, 0.1822514683008194, 0.22533674538135529, -0.07881723344326019]"
DOID:7148,rheumatoid arthritis,21074,"[-0.2801237404346466, -0.13123850524425507, 0.23084543645381927, -0.0485682412981987, 0.05005832016468048, -0.054712966084480286, -0.05876930058002472, -0.12806721031665802, -0.06676274538040161, 0.08843046426773071, -0.28244590759277344, -0.12401726841926575, 0.11072596907615662, -0.12702883780002594, 0.007189482916146517, 0.11168976873159409, 0.1570769101381302, -0.31465256214141846, -0.36967891454696655, 0.3860330879688263, 0.03920615464448929, -0.2858388423919678, 0.111908920109272, 0.10308218747377396, 0.08399001508951187, 0.32204461097717285, -0.3064764440059662, -0.13087628781795502, 0.07020016014575958, 0.048383429646492004, 0.024172291159629822, -0.07270999252796173, 0.08466432243585587, -0.015193767845630646, -0.19644640386104584, 0.20528529584407806, -0.0653470978140831, 0.060279376804828644, -0.09986067563295364, -0.08198591321706772, 0.23909446597099304, -0.6328189373016357, 0.07159441709518433, -0.3969258666038513, -0.19957982003688812, 0.028455059975385666, -0.37276598811149597, 0.3025822639465332, 0.16162048280239105, 0.00982368178665638, -0.020117279142141342, 0.03803136199712753, -0.0790778398513794, -0.24224592745304108, -0.11236534267663956, -0.17005528509616852, 0.07887919247150421, -0.07879406958818436, 0.1710754632949829, 0.1425560861825943, 0.09720437228679657, -0.1688939332962036, 0.10522792488336563, -0.305003821849823]"
DOID:216,dental caries,21074,"[0.05034086853265762, -0.4014967083930969, 0.013867754489183426, 0.10912059992551804, -0.2838144898414612, -0.21656174957752228, 0.11966606974601746, 0.004890138283371925, 0.1181911826133728, -0.044852364808321, -0.014411421492695808, -0.017806634306907654, -0.23488357663154602, -0.292630672454834, -0.06247388944029808, -0.12707841396331787, -0.0874246135354042, 0.14133509993553162, -0.35438960790634155, 0.35029491782188416, 0.056581418961286545, 0.05449141561985016, 0.11572945863008499, -0.12017437070608139, -0.24966271221637726, -0.004880645778030157, -0.198332741856575, -0.27814966440200806, -0.1442960947751999, 0.1271621286869049, 0.09936932474374771, -0.12395298480987549, 0.03172963112592697, -0.17474643886089325, -0.12417976558208466, 0.2058887928724289, -0.006182793527841568, 0.31023725867271423, 0.24047233164310455, -0.12104952335357666, 0.15702247619628906, -0.077187180519104, 0.09194175899028778, -0.10289198160171509, 0.0023865848779678345, 0.1385881006717682, -0.22898247838020325, -0.18102294206619263, -0.08484112471342087, 0.061572812497615814, 0.12745171785354614, 0.1294889897108078, 0.2780348062515259, -0.08712439239025116, -0.02117147296667099, -0.214118093252182, 0.022466056048870087, 0.03385046496987343, -0.0824601873755455, 0.1510498821735382, 0.03006834164261818, -0.18292592465877533, 0.18414339423179626, 0.04138839244842529]"
DOID:3310,atopic dermatitis,21074,"[-0.20943483710289001, -0.20801852643489838, 0.1325993686914444, -0.001933179795742035, -0.12614166736602783, -0.2818288207054138, -0.18952910602092743, -0.2728908658027649, -0.004065118730068207, 0.35719457268714905, -0.20700520277023315, -0.14981351792812347, -0.04844074696302414, -0.051500216126441956, 0.3390228748321533, -0.13727588951587677, 0.1747128665447235, -0.18161413073539734, -0.1273205578327179, -0.001640794798731804, -0.19589440524578094, -0.26692599058151245, -0.08871752768754959, 0.13745622336864471, -0.03522704169154167, 0.07018642127513885, -0.04148516058921814, -0.02264050394296646, 0.008354801684617996, -0.039155274629592896, -0.30559051036834717, -0.06634963303804398, 0.339282751083374, 0.053539782762527466, -0.04487687349319458, -0.07841554284095764, 0.1287631392478943, 0.31664884090423584, -0.2664215564727783, 0.06603080034255981, -0.07483367621898651, -0.38655611872673035, 0.10204847902059555, 0.32231199741363525, -0.07642228901386261, -0.06363540887832642, -0.2950569987297058, 0.08019141852855682, -0.04874928295612335, 0.14820167422294617, 0.24418392777442932, 0.006279448047280312, 0.04703974723815918, 0.060637641698122025, -0.05373726785182953, -0.11087996512651443, -0.0673944428563118, 0.2801815867424011, 0.08966479450464249, 0.10632643103599548, 0.18955817818641663, -0.13151246309280396, -0.033380359411239624, 0.04252253472805023]"
DOID:2043,hepatitis B,21074,"[0.0518261194229126, -0.1101992055773735, 0.022261902689933777, -0.05248907208442688, -0.17760714888572693, -0.22057534754276276, -0.07374761998653412, 0.003312859684228897, -0.21460890769958496, -0.1193980947136879, -0.018065130338072777, 0.1017422005534172, -0.023351319134235382, -0.09539561718702316, 0.090485580265522, 0.3013477325439453, -0.07176025956869125, 0.015308458358049393, 0.08027947694063187, -0.004231993108987808, 0.3870577812194824, -0.2779368460178375, 0.019536156207323074, 0.026873361319303513, -0.010852613486349583, 0.034667953848838806, -0.08081569522619247, 0.48197466135025024, -0.02520621567964554, -0.07603088766336441, 0.1220393106341362, 0.008108973503112793, -0.10749347507953644, -0.09869926422834396, -0.08228899538516998, -0.16347143054008484, -0.11217688024044037, 0.12164345383644104, -0.00042158178985118866, -0.18210817873477936, -0.20366181433200836, 0.0781719833612442, 0.1934521496295929, 0.10064935684204102, 0.0936918705701828, 0.07937999069690704, -0.3029666543006897, 0.07530112564563751, -0.08420798182487488, 0.07456003874540329, -0.03522970527410507, -0.31952282786369324, -0.014732703566551208, 0.010341699235141277, 0.27925193309783936, 0.2281738817691803, 0.5523355007171631, 0.051761262118816376, -0.08005619049072266, -0.14853590726852417, 0.388565331697464, -0.17395126819610596, 0.13523556292057037, -0.19793236255645752]"
DOID:1993,rectum cancer,20994,"[0.0005930960178375244, -0.212124764919281, 0.05388803035020828, -0.17504948377609253, -0.2493688464164734, -0.01511385291814804, 0.2248917818069458, -0.08475197851657867, -0.20276406407356262, 0.17456017434597015, 0.1520308554172516, -0.11060989648103714, 0.10641653835773468, -0.05645453929901123, -0.06445576995611191, -0.14298339188098907, 0.34940463304519653, 0.042349353432655334, 0.06140764430165291, 0.05063365399837494, -0.006404135376214981, -0.08908232301473618, -0.23326265811920166, -0.09324809908866882, 0.135869562625885, 0.16135936975479126, 0.13528555631637573, 0.040710024535655975, -0.0061677019111812115, -0.08440010249614716, -0.159173384308815, -0.2050573080778122, 0.0040410906076431274, -0.1896386444568634, 0.24944913387298584, 0.018676530569791794, 0.2090250849723816, 0.08780965954065323, 0.12151587009429932, -0.007668986916542053, -0.0362323634326458, -0.06355009227991104, -0.04041879624128342, 0.08865556120872498, -0.1909603774547577, -0.299531489610672, -0.23025807738304138, -0.0441308319568634, -0.1620912402868271, 0.11946547031402588, 0.3499215841293335, -0.3653668165206909, 0.01196899265050888, 0.383959025144577, 0.04995530843734741, 0.020735926926136017, 0.3380565345287323, 0.10909153521060944, 0.07158378511667252, 0.06351316720247269, 0.16440805792808533, 0.1587364673614502, 0.03896263241767883, -0.031791895627975464]"
DOID:2998,testicular cancer,3472,"[-0.20960593223571777, -0.09871155023574829, 0.07936597615480423, -0.24135105311870575, -0.1741921752691269, 0.14425908029079437, -0.04775215685367584, 0.06407417356967926, -0.16313935816287994, -0.044834427535533905, -0.031051818281412125, -0.18832463026046753, 0.0065126121044158936, -0.3281193971633911, 0.28956687450408936, 0.046145956963300705, 0.14051255583763123, 0.017914937809109688, 0.07755615562200546, -0.1117783710360527, -0.13556042313575745, 0.3502519130706787, 0.0471348911523819, -0.21499766409397125, 0.06611490249633789, -0.400676429271698, 0.10003617405891418, 0.14629359543323517, 0.2204563170671463, -0.36302804946899414, -0.004400849342346191, -0.06034517288208008, 0.3011973202228546, 0.23829689621925354, -0.12813138961791992, 0.04285821318626404, -0.017516132444143295, 0.017818354070186615, 0.29760637879371643, 0.087930828332901, -0.32076025009155273, -0.1866971105337143, 0.047690391540527344, 0.1669757217168808, -0.09919694066047668, 0.10912871360778809, -0.15680719912052155, -0.11565887928009033, 0.28084972500801086, 0.21097363531589508, -0.32195478677749634, 0.14354197680950165, 0.020403243601322174, 0.10925877094268799, 0.2824355363845825, 0.1332164853811264, -0.32181859016418457, -0.0424807071685791, -0.07048685848712921, -0.07786794006824493, 0.0379803441464901, 0.1587810069322586, 0.045692555606365204, -0.06608223915100098]"
DOID:2994,germ cell cancer,3472,"[-0.212121844291687, -0.23593935370445251, 0.08941016346216202, -0.23263593018054962, -0.16669148206710815, 0.00471842847764492, 0.0836329311132431, -0.13766038417816162, 0.059385187923908234, -0.059641722589731216, -0.09155791252851486, -0.14767853915691376, 0.005212821066379547, -0.04366430640220642, -0.03608125448226929, 0.17285454273223877, -0.09587106108665466, 0.27096325159072876, -0.20813946425914764, 0.061094701290130615, -0.16895198822021484, 0.03992606699466705, 0.2772550880908966, -0.22004719078540802, -0.16874629259109497, -0.444536030292511, 0.21883295476436615, 0.10540740191936493, 0.01436607539653778, -0.3132938742637634, 0.09786219149827957, -0.05249179154634476, 0.14776557683944702, 0.1850065290927887, -0.1324312388896942, 0.023665396496653557, 0.17870068550109863, -0.0532820001244545, 0.43207162618637085, -0.04332229495048523, -0.33799898624420166, -0.05360601842403412, 0.08735544234514236, 0.10488230735063553, 0.08416838198900223, 0.06682087481021881, 0.21933317184448242, 0.0667707771062851, 0.14084646105766296, -0.015045449137687683, -0.16238035261631012, -0.08695830404758453, -0.21653255820274353, -0.04227285459637642, 0.185241237282753, 0.05390821397304535, -0.06344882398843765, 0.12174426764249802, 0.055547792464494705, 0.04389927536249161, 0.1392960101366043, 0.5044599175453186, -0.0819728672504425, -0.034121301025152206]"
DOID:4989,pancreatitis,20951,"[-0.18933838605880737, 0.2598206400871277, 0.19697049260139465, -0.14254872500896454, -0.22515971958637238, -0.3187851011753082, -0.30625855922698975, -0.07757603377103806, -0.06316033005714417, 0.00860285758972168, 0.2123502939939499, 0.01350259780883789, 0.051269933581352234, -0.12435837090015411, 0.12138357758522034, 0.28782543540000916, 0.06582412123680115, -0.21802794933319092, -0.1363937258720398, -0.03740239143371582, -0.008772162720561028, -0.05504561960697174, -0.23732447624206543, -0.07631493359804153, -0.09277565777301788, 0.2842869162559509, 0.281523734331131, -0.004527387209236622, 0.005865610204637051, -0.1302286982536316, -0.11696578562259674, 0.11001304537057877, -0.28570377826690674, -0.03919815644621849, 0.19581204652786255, 0.06971824914216995, -0.28286075592041016, 0.24997974932193756, 0.06468532979488373, -0.32911303639411926, -0.23260413110256195, -0.07073728740215302, -0.0915883257985115, 0.36455851793289185, -0.15195457637310028, -0.06526948511600494, -0.025469034910202026, -0.2557649612426758, -0.36892879009246826, 0.13828928768634796, -0.08929531276226044, -0.42667511105537415, 0.15010370314121246, 0.14938762784004211, 0.25222113728523254, 0.19760555028915405, 0.1768065094947815, 0.42699092626571655, -0.11754189431667328, 0.12775994837284088, 0.07605604827404022, 0.05651432275772095, 0.1286313533782959, -0.283382773399353]"
DOID:10153,ileum cancer,21033,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
DOID:8893,psoriasis,21074,"[-0.18526458740234375, -0.08440983295440674, 0.14264419674873352, -0.10834693163633347, -0.15192721784114838, -0.007378033362329006, -0.246536985039711, -0.1487220823764801, -0.3315504491329193, 0.3468782901763916, 0.022490499541163445, -0.1400020718574524, -0.07800642400979996, -0.25444498658180237, -0.010905066505074501, 0.10564573854207993, 0.22070921957492828, -0.29970893263816833, -0.4252180755138397, 0.10449114441871643, 0.22348789870738983, -0.05767771229147911, -0.050252966582775116, 0.06081981211900711, 0.020841345191001892, 0.007847419008612633, -0.03161586821079254, 0.17397765815258026, 0.11204303801059723, -0.3153274655342102, -0.07338631898164749, -0.10724696516990662, 0.358253538608551, -0.011970408260822296, -0.07399576902389526, -0.03601555898785591, 0.1319974809885025, -0.1439623236656189, -0.42799460887908936, -0.021896786987781525, -0.06362931430339813, -0.2539912164211273, -0.1349802315235138, -0.21675796806812286, 0.3341231942176819, -0.07434263825416565, -0.12193731218576431, 0.11922606825828552, -0.10276620835065842, -0.0709315836429596, 0.08139705657958984, 0.05051937699317932, 0.10597050189971924, 0.05233287811279297, 0.18942409753799438, 0.1043194830417633, 0.1118040382862091, -0.1216164380311966, 0.13104143738746643, 0.28602397441864014, 0.30664756894111633, 0.0110732801258564, 0.17585666477680206, -0.2375323325395584]"
